ck3_loc_key,ck2_source,ck2_value,note
dynn_fae_1208,"common/dynasties name (literal, no CK2 loc key)",Rogen,new key
dynn_fae_1209,"common/dynasties name (literal, no CK2 loc key)",Esker,new key
dynn_fae_121,"common/dynasties name (literal, no CK2 loc key)",Mizz'rynturl,new key
dynn_fae_1210,"common/dynasties name (literal, no CK2 loc key)",Aufeis,new key
dynn_fae_12100,"common/dynasties name (literal, no CK2 loc key)",Kong,new key
dynn_fae_12101,"common/dynasties name (literal, no CK2 loc key)",K'ung,new key
dynn_fae_12102,"common/dynasties name (literal, no CK2 loc key)",Xiang,new key
dynn_fae_12103,"common/dynasties name (literal, no CK2 loc key)",Hsiang,new key
dynn_fae_12104,"common/dynasties name (literal, no CK2 loc key)",Kang,new key
dynn_fae_12105,"common/dynasties name (literal, no CK2 loc key)",Yi,new key
dynn_fae_12106,"common/dynasties name (literal, no CK2 loc key)",I,new key
dynn_fae_12107,"common/dynasties name (literal, no CK2 loc key)",Qiao,new key
dynn_fae_12108,"common/dynasties name (literal, no CK2 loc key)",Ch'iao,new key
dynn_fae_12109,"common/dynasties name (literal, no CK2 loc key)",Lai,new key
dynn_fae_1211,"common/dynasties name (literal, no CK2 loc key)",Habub,new key
dynn_fae_12110,"common/dynasties name (literal, no CK2 loc key)",Wen,new key
dynn_fae_12111,"common/dynasties name (literal, no CK2 loc key)",Hong,new key
dynn_fae_12112,"common/dynasties name (literal, no CK2 loc key)",Hung,new key
dynn_fae_12113,"common/dynasties name (literal, no CK2 loc key)",Xin,new key
dynn_fae_12114,"common/dynasties name (literal, no CK2 loc key)",Hsin,new key
dynn_fae_12115,"common/dynasties name (literal, no CK2 loc key)",Ke,new key
dynn_fae_12116,"common/dynasties name (literal, no CK2 loc key)",K'o,new key
dynn_fae_12117,"common/dynasties name (literal, no CK2 loc key)",Zhuang,new key
dynn_fae_12118,"common/dynasties name (literal, no CK2 loc key)",Chuang,new key
dynn_fae_1212,"common/dynasties name (literal, no CK2 loc key)",Khamsin,new key
dynn_fae_1213,"common/dynasties name (literal, no CK2 loc key)",Aajej,new key
dynn_fae_1214,"common/dynasties name (literal, no CK2 loc key)",Ghibli,new key
dynn_fae_1215_x,"common/dynasties name (literal, no CK2 loc key)",Harmattan,new key
dynn_fae_1216,"common/dynasties name (literal, no CK2 loc key)",Sharqi,new key
dynn_fae_1217,"common/dynasties name (literal, no CK2 loc key)",Simoom,new key
dynn_fae_1218,"common/dynasties name (literal, no CK2 loc key)",Shamal,new key
dynn_fae_1219,"common/dynasties name (literal, no CK2 loc key)",Rashaba,new key
dynn_fae_122,"common/dynasties name (literal, no CK2 loc key)",T'Enorgh,new key
dynn_fae_1220,"common/dynasties name (literal, no CK2 loc key)",al-Dayyi,new key
dynn_fae_1221,"common/dynasties name (literal, no CK2 loc key)",al-Nogi,new key
dynn_fae_1222,"common/dynasties name (literal, no CK2 loc key)",al-Soribi,new key
dynn_fae_1223,"common/dynasties name (literal, no CK2 loc key)",al-Bisatari,new key
dynn_fae_1224,"common/dynasties name (literal, no CK2 loc key)",al-Elni,new key
dynn_fae_1225,"common/dynasties name (literal, no CK2 loc key)",al-Qosoderi,new key
dynn_fae_1226,"common/dynasties name (literal, no CK2 loc key)",al-Ragadi,new key
dynn_fae_1227,"common/dynasties name (literal, no CK2 loc key)",Ankatatri,new key
dynn_fae_1228,"common/dynasties name (literal, no CK2 loc key)",Mahazaki,new key
dynn_fae_1229,"common/dynasties name (literal, no CK2 loc key)",al-Qudalli,new key
dynn_fae_123,"common/dynasties name (literal, no CK2 loc key)",Hazm'cri,new key
dynn_fae_1230,"common/dynasties name (literal, no CK2 loc key)",Sendalami,new key
dynn_fae_1231,"common/dynasties name (literal, no CK2 loc key)",Moraani,new key
dynn_fae_1232,"common/dynasties name (literal, no CK2 loc key)",Shariri,new key
dynn_fae_1233,"common/dynasties name (literal, no CK2 loc key)",Naqqi,new key
dynn_fae_1234,"common/dynasties name (literal, no CK2 loc key)",Qutli,new key
dynn_fae_1235,"common/dynasties name (literal, no CK2 loc key)",Thuebani,new key
dynn_fae_1236,"common/dynasties name (literal, no CK2 loc key)",Qusuri,new key
dynn_fae_1237,"common/dynasties name (literal, no CK2 loc key)",Dahabbi,new key
dynn_fae_1238,"common/dynasties name (literal, no CK2 loc key)",Tarikati,new key
dynn_fae_1239,"common/dynasties name (literal, no CK2 loc key)",Leneti,new key
dynn_fae_124,"common/dynasties name (literal, no CK2 loc key)",Abaeir,new key
dynn_fae_1240,"common/dynasties name (literal, no CK2 loc key)",Taymni,new key
dynn_fae_1241,"common/dynasties name (literal, no CK2 loc key)",Ingalunuuk,new key
dynn_fae_1242,"common/dynasties name (literal, no CK2 loc key)",Ingeluukotil,new key
dynn_fae_1243,"common/dynasties name (literal, no CK2 loc key)",Ulkivuarit,new key
dynn_fae_1244,"common/dynasties name (literal, no CK2 loc key)",Karuk,new key
dynn_fae_1245,"common/dynasties name (literal, no CK2 loc key)",Nivulik,new key
dynn_fae_1246,"common/dynasties name (literal, no CK2 loc key)",Niuk,new key
dynn_fae_1247,"common/dynasties name (literal, no CK2 loc key)",Pokaluku,new key
dynn_fae_1248,"common/dynasties name (literal, no CK2 loc key)",Icespear,new key
dynn_fae_1249,"common/dynasties name (literal, no CK2 loc key)",Snowwind,new key
dynn_fae_125,"common/dynasties name (literal, no CK2 loc key)",Coloara,new key
dynn_fae_1250,"common/dynasties name (literal, no CK2 loc key)",Darkborn,new key
dynn_fae_12501,"common/dynasties name (literal, no CK2 loc key)",Issacort,new key
dynn_fae_12502,"common/dynasties name (literal, no CK2 loc key)",Pazruk,new key
dynn_fae_12503,"common/dynasties name (literal, no CK2 loc key)",Guhai,new key
dynn_fae_12504,"common/dynasties name (literal, no CK2 loc key)",Boshin,new key
dynn_fae_1251,"common/dynasties name (literal, no CK2 loc key)",Pezel,new key
dynn_fae_1252,"common/dynasties name (literal, no CK2 loc key)",Zopal,new key
dynn_fae_1253,"common/dynasties name (literal, no CK2 loc key)",Ixit,new key
dynn_fae_1254,"common/dynasties name (literal, no CK2 loc key)",Honal,new key
dynn_fae_1255,"common/dynasties name (literal, no CK2 loc key)",Azcat,new key
dynn_fae_1256,"common/dynasties name (literal, no CK2 loc key)",Pulco,new key
dynn_fae_1257,"common/dynasties name (literal, no CK2 loc key)",Ixtal,new key
dynn_fae_1258,"common/dynasties name (literal, no CK2 loc key)",Tezat,new key
dynn_fae_1259,"common/dynasties name (literal, no CK2 loc key)",Zokil,new key
dynn_fae_126,"common/dynasties name (literal, no CK2 loc key)",Glannath,new key
dynn_fae_1260,"common/dynasties name (literal, no CK2 loc key)",Azatl,new key
dynn_fae_12601,"common/dynasties name (literal, no CK2 loc key)",of Callidyrr,new key
dynn_fae_12602,"common/dynasties name (literal, no CK2 loc key)",of Rogarsheim,new key
dynn_fae_12603,"common/dynasties name (literal, no CK2 loc key)",of Nix,new key
dynn_fae_12604,"common/dynasties name (literal, no CK2 loc key)",Skal,new key
dynn_fae_12605,"common/dynasties name (literal, no CK2 loc key)",Dumire,new key
dynn_fae_12606,"common/dynasties name (literal, no CK2 loc key)",Blackear,new key
dynn_fae_12607,"common/dynasties name (literal, no CK2 loc key)",Tuktuk,new key
dynn_fae_12608,"common/dynasties name (literal, no CK2 loc key)",Rockstalk,new key
dynn_fae_12609,"common/dynasties name (literal, no CK2 loc key)",Fendell,new key
dynn_fae_1261,"common/dynasties name (literal, no CK2 loc key)",Cordotl,new key
dynn_fae_12610,"common/dynasties name (literal, no CK2 loc key)",Goodford,new key
dynn_fae_12611,"common/dynasties name (literal, no CK2 loc key)",Kell,new key
dynn_fae_12612,"common/dynasties name (literal, no CK2 loc key)",Baluri,new key
dynn_fae_12613,"common/dynasties name (literal, no CK2 loc key)",Welbark,new key
dynn_fae_12614,"common/dynasties name (literal, no CK2 loc key)",Rathgar,new key
dynn_fae_12615,"common/dynasties name (literal, no CK2 loc key)",Fulgirth,new key
dynn_fae_12616,"common/dynasties name (literal, no CK2 loc key)",Blacktongue,new key
dynn_fae_12617,"common/dynasties name (literal, no CK2 loc key)",Highkin,new key
dynn_fae_12618,"common/dynasties name (literal, no CK2 loc key)",Lowfield,new key
dynn_fae_12619,"common/dynasties name (literal, no CK2 loc key)",Talbot,new key
dynn_fae_1262,"common/dynasties name (literal, no CK2 loc key)",Patul,new key
dynn_fae_12620,"common/dynasties name (literal, no CK2 loc key)",Harridan,new key
dynn_fae_12621,"common/dynasties name (literal, no CK2 loc key)",Taern,new key
dynn_fae_12622,"common/dynasties name (literal, no CK2 loc key)",Djiid,new key
dynn_fae_12623,"common/dynasties name (literal, no CK2 loc key)",Deguerre,new key
dynn_fae_12624,"common/dynasties name (literal, no CK2 loc key)",Flint,new key
dynn_fae_12625,"common/dynasties name (literal, no CK2 loc key)",of Lands,new key
dynn_fae_12626,"common/dynasties name (literal, no CK2 loc key)",of Tides,new key
dynn_fae_12627,"common/dynasties name (literal, no CK2 loc key)",of Fire,new key
dynn_fae_12628,"common/dynasties name (literal, no CK2 loc key)",of Chaos,new key
dynn_fae_12629,"common/dynasties name (literal, no CK2 loc key)",Bannal,new key
dynn_fae_1263,"common/dynasties name (literal, no CK2 loc key)",Popol,new key
dynn_fae_12630,"common/dynasties name (literal, no CK2 loc key)",Stumarik,new key
dynn_fae_12631,"common/dynasties name (literal, no CK2 loc key)",Vikdotter,new key
dynn_fae_12632,"common/dynasties name (literal, no CK2 loc key)",Jarl,new key
dynn_fae_1264,"common/dynasties name (literal, no CK2 loc key)",Ozalt,new key
dynn_fae_1265,"common/dynasties name (literal, no CK2 loc key)",Pezmin,new key
dynn_fae_1266,"common/dynasties name (literal, no CK2 loc key)",Kilitzi,new key
dynn_fae_1267,"common/dynasties name (literal, no CK2 loc key)",Palenol,new key
dynn_fae_1268,"common/dynasties name (literal, no CK2 loc key)",Maztapan,new key
dynn_fae_1269,"common/dynasties name (literal, no CK2 loc key)",Zilni,new key
dynn_fae_12697,"common/dynasties name (literal, no CK2 loc key)",Erackinoran,new key
dynn_fae_12698,"common/dynasties name (literal, no CK2 loc key)",al-Sihal,new key
dynn_fae_12699,"common/dynasties name (literal, no CK2 loc key)",Yetsiran,new key
dynn_fae_127,"common/dynasties name (literal, no CK2 loc key)",Illistyn,new key
dynn_fae_1270,"common/dynasties name (literal, no CK2 loc key)",Huacli,new key
dynn_fae_12700,"common/dynasties name (literal, no CK2 loc key)",Lunian,new key
dynn_fae_12701,"common/dynasties name (literal, no CK2 loc key)",Mercurian,new key
dynn_fae_12702,"common/dynasties name (literal, no CK2 loc key)",Venyan,new key
dynn_fae_12703,"common/dynasties name (literal, no CK2 loc key)",Solanian,new key
dynn_fae_12704,"common/dynasties name (literal, no CK2 loc key)",Mertionic,new key
dynn_fae_12705,"common/dynasties name (literal, no CK2 loc key)",Jovari,new key
dynn_fae_12706,"common/dynasties name (literal, no CK2 loc key)",Chronian,new key
dynn_fae_12707,"common/dynasties name (literal, no CK2 loc key)",Empyreal,new key
dynn_fae_12708,"common/dynasties name (literal, no CK2 loc key)",Aretic,new key
dynn_fae_12709,"common/dynasties name (literal, no CK2 loc key)",Astral,new key
dynn_fae_1271,"common/dynasties name (literal, no CK2 loc key)",Bomak,new key
dynn_fae_12710,"common/dynasties name (literal, no CK2 loc key)",Hesperan,new key
dynn_fae_12711,"common/dynasties name (literal, no CK2 loc key)",Phosphoran,new key
dynn_fae_12712,"common/dynasties name (literal, no CK2 loc key)",Uranian,new key
dynn_fae_12713,"common/dynasties name (literal, no CK2 loc key)",Dionic,new key
dynn_fae_12714,"common/dynasties name (literal, no CK2 loc key)",Beatific,new key
dynn_fae_12715,"common/dynasties name (literal, no CK2 loc key)",Roseate,new key
dynn_fae_12716,"common/dynasties name (literal, no CK2 loc key)",Dothionic,new key
dynn_fae_12717,"common/dynasties name (literal, no CK2 loc key)",Shurrockan,new key
dynn_fae_12718,"common/dynasties name (literal, no CK2 loc key)",Abellian,new key
dynn_fae_12719,"common/dynasties name (literal, no CK2 loc key)",Buxenan,new key
dynn_fae_1272,"common/dynasties name (literal, no CK2 loc key)",Mazit,new key
dynn_fae_12720,"common/dynasties name (literal, no CK2 loc key)",Nemausan,new key
dynn_fae_12721,"common/dynasties name (literal, no CK2 loc key)",Daitya,new key
dynn_fae_12722,"common/dynasties name (literal, no CK2 loc key)",Danava,new key
dynn_fae_12723,"common/dynasties name (literal, no CK2 loc key)",Kalakeya,new key
dynn_fae_12724,"common/dynasties name (literal, no CK2 loc key)",Kalakhanja,new key
dynn_fae_12725,"common/dynasties name (literal, no CK2 loc key)",Nivatakavacha,new key
dynn_fae_12726,"common/dynasties name (literal, no CK2 loc key)",Danavaghasa,new key
dynn_fae_12727,"common/dynasties name (literal, no CK2 loc key)",Hiranyapuran,new key
dynn_fae_12728,"common/dynasties name (literal, no CK2 loc key)",Pauloma,new key
dynn_fae_12729,"common/dynasties name (literal, no CK2 loc key)",Patalan,new key
dynn_fae_1273,"common/dynasties name (literal, no CK2 loc key)",Patil,new key
dynn_fae_12730,"common/dynasties name (literal, no CK2 loc key)",Gajasura,new key
dynn_fae_12731,"common/dynasties name (literal, no CK2 loc key)",Arborean,new key
dynn_fae_12732,"common/dynasties name (literal, no CK2 loc key)",Arvandorean,new key
dynn_fae_12733,"common/dynasties name (literal, no CK2 loc key)",Arvanaithan,new key
dynn_fae_12734,"common/dynasties name (literal, no CK2 loc key)",Ingmar,new key
dynn_fae_12735,"common/dynasties name (literal, no CK2 loc key)",Aeriean,new key
dynn_fae_12736,"common/dynasties name (literal, no CK2 loc key)",Gwyllachaightaeryll,new key
dynn_fae_12737,"common/dynasties name (literal, no CK2 loc key)",Elavandorean,new key
dynn_fae_12738,"common/dynasties name (literal, no CK2 loc key)",Tethridarian,new key
dynn_fae_12739,"common/dynasties name (literal, no CK2 loc key)",Aquallorean,new key
dynn_fae_1274,"common/dynasties name (literal, no CK2 loc key)",Chuapli,new key
dynn_fae_12740,"common/dynasties name (literal, no CK2 loc key)",Mithardirean,new key
dynn_fae_12741,"common/dynasties name (literal, no CK2 loc key)",Serren,new key
dynn_fae_12742,"common/dynasties name (literal, no CK2 loc key)",Ossan,new key
dynn_fae_12743,"common/dynasties name (literal, no CK2 loc key)",Pelionic,new key
dynn_fae_12744,"common/dynasties name (literal, no CK2 loc key)",Alfheimer,new key
dynn_fae_12745,"common/dynasties name (literal, no CK2 loc key)",Nidavelliran,new key
dynn_fae_1275,"common/dynasties name (literal, no CK2 loc key)",Maju,new key
dynn_fae_1276,"common/dynasties name (literal, no CK2 loc key)",Coxi,new key
dynn_fae_1277,"common/dynasties name (literal, no CK2 loc key)",Ulatos,new key
dynn_fae_1278,"common/dynasties name (literal, no CK2 loc key)",Tulom-Itzi,new key
dynn_fae_1279,"common/dynasties name (literal, no CK2 loc key)",Maxal,new key
dynn_fae_128,"common/dynasties name (literal, no CK2 loc key)",Pharn,new key
dynn_fae_1280,"common/dynasties name (literal, no CK2 loc key)",Ixtzul,new key
dynn_fae_12801,"common/dynasties name (literal, no CK2 loc key)",Vhok,new key
dynn_fae_12802,"common/dynasties name (literal, no CK2 loc key)",Fanggore,new key
dynn_fae_12803,"common/dynasties name (literal, no CK2 loc key)",Redscale,new key
dynn_fae_12804,"common/dynasties name (literal, no CK2 loc key)",Shadowfist,new key
dynn_fae_12805,"common/dynasties name (literal, no CK2 loc key)",Souleater,new key
dynn_fae_12806,"common/dynasties name (literal, no CK2 loc key)",Endbringer,new key
dynn_fae_12807,"common/dynasties name (literal, no CK2 loc key)",Ironfang,new key
dynn_fae_12808,"common/dynasties name (literal, no CK2 loc key)",Coldvoid,new key
dynn_fae_12809,"common/dynasties name (literal, no CK2 loc key)",Darkfire,new key
dynn_fae_1281,"common/dynasties name (literal, no CK2 loc key)",Narabatun,new key
dynn_fae_12810,"common/dynasties name (literal, no CK2 loc key)",Hopekiller,new key
dynn_fae_12811,"common/dynasties name (literal, no CK2 loc key)",Tyranthraxus,new key
dynn_fae_12813,"common/dynasties name (literal, no CK2 loc key)",Nefarious,new key
dynn_fae_12814,"common/dynasties name (literal, no CK2 loc key)",Seven-Clawed,new key
dynn_fae_12815,"common/dynasties name (literal, no CK2 loc key)",Pazunian,new key
dynn_fae_12816,"common/dynasties name (literal, no CK2 loc key)",Averni,new key
dynn_fae_12817,"common/dynasties name (literal, no CK2 loc key)",Ditis,new key
dynn_fae_12818,"common/dynasties name (literal, no CK2 loc key)",Minauroi,new key
dynn_fae_12819,"common/dynasties name (literal, no CK2 loc key)",Phlegethoi,new key
dynn_fae_1282,"common/dynasties name (literal, no CK2 loc key)",Ocostun,new key
dynn_fae_12820,"common/dynasties name (literal, no CK2 loc key)",Pyriphlegethoi,new key
dynn_fae_12821,"common/dynasties name (literal, no CK2 loc key)",Stygiae,new key
dynn_fae_12822,"common/dynasties name (literal, no CK2 loc key)",Malbolgean,new key
dynn_fae_12823,"common/dynasties name (literal, no CK2 loc key)",Maladominian,new key
dynn_fae_12824,"common/dynasties name (literal, no CK2 loc key)",Canian,new key
dynn_fae_12825,"common/dynasties name (literal, no CK2 loc key)",Nessoris,new key
dynn_fae_12826,"common/dynasties name (literal, no CK2 loc key)",Hadean,new key
dynn_fae_12827,"common/dynasties name (literal, no CK2 loc key)",Gloom,new key
dynn_fae_12828,"common/dynasties name (literal, no CK2 loc key)",Tarterian,new key
dynn_fae_12829,"common/dynasties name (literal, no CK2 loc key)",Plutonian,new key
dynn_fae_1283,"common/dynasties name (literal, no CK2 loc key)",Ixtli,new key
