county,ck2_province,baronies,county_px,county_radius_px,distinct_slots,distinct_slots_inside_county,spread_all_slots_px,spread_inside_px,spread_inside_over_radius
c_sinking_palace,2401,1,31055,99.4,4,4,100.9,100.9,1.015
c_sinna,2171,1,9884,56.1,4,4,41.1,41.1,0.733
c_sixstreams,378,1,2770,29.7,7,6,52.9,43.7,1.473
c_skadaurak,2627,1,689,14.8,7,3,5741.0,18.1,1.223
c_skarou,978,2,8295,51.4,5,4,62.6,41.4,0.806
c_skeska,541,1,13758,66.2,7,6,63.3,62.4,0.942
c_skouth,1752,1,13920,66.6,7,4,4844.7,42.2,0.634
c_skuld,680,5,4699,38.7,7,5,83.7,66.0,1.707
c_skuldusk,799,1,11389,60.2,7,5,123.5,59.3,0.985
c_skurrukh,2526,3,1936,24.8,4,3,31.1,31.1,1.251
c_sky_fields,1309,3,24558,88.4,7,6,126.8,95.5,1.08
c_skytower_shelter,2618,1,1040,18.2,6,5,6527.7,35.4,1.943
c_skyvale,1419,1,10618,58.1,7,5,7029.5,79.1,1.36
c_skywall,544,3,13153,64.7,7,6,87.4,77.8,1.203
c_smokeholes,1263,1,24972,89.2,6,6,62.6,62.6,0.702
c_smokespire,2589,1,2431,27.8,6,6,51.9,51.9,1.864
c_smoking_mountains,2452,2,7108,47.6,4,4,27.3,27.3,0.574
c_snakewood,583,1,6077,44.0,7,6,81.3,81.3,1.849
c_snapping_turtle_bay,462,1,5197,40.7,6,4,68.8,39.6,0.973
c_snokkok,1249,1,5712,42.6,5,4,62.6,41.4,0.971
c_snout_of_omgar,396,1,2780,29.7,6,3,63.6,30.6,1.029
c_sokkar,1349,1,15413,70.0,6,5,62.5,44.0,0.629
c_soleineflow,394,2,3653,34.1,5,3,64.9,37.0,1.085
c_solon,1077,3,20704,81.2,5,5,62.6,62.6,0.771
c_sombor,297,3,6019,43.8,5,4,62.6,62.6,1.431
c_somraggah,706,3,6419,45.2,5,4,61.8,61.8,1.368
c_songfarla,847,3,3846,35.0,3,3,24.2,24.2,0.691
c_songhal,407,2,3569,33.7,5,2,83.8,23.3,0.692
c_soolabax,625,3,4799,39.1,5,3,82.7,62.6,1.602
c_soorenar,580,3,3883,35.2,6,5,68.7,60.5,1.722
c_soranda,1784,1,21096,81.9,7,4,6533.4,52.3,0.639
c_sorghum_fields,1304,2,38016,110.0,5,5,61.8,61.8,0.562
c_sorib,2173,1,3661,34.1,5,3,6125.8,26.2,0.767
c_sorl,398,2,5697,42.6,5,4,69.3,57.7,1.355
c_sossvaal,1161,2,46974,122.3,5,5,62.6,62.6,0.512
c_soto,1360,1,11972,61.7,6,6,63.5,63.5,1.029
c_soubar,63,2,7309,48.2,7,5,100.5,60.9,1.262
c_soussal,409,2,7227,48.0,5,4,75.6,64.4,1.343
c_south_fornaluit,1735,1,21782,83.3,7,4,4108.5,46.7,0.56
c_south_winterwood,603,1,13573,65.7,5,5,62.6,62.6,0.953
c_southern_shandaular,2541,1,4435,37.6,3,3,24.2,24.2,0.643
c_southspar,2160,1,7690,49.5,5,5,61.5,61.5,1.243
c_southwatch,2579,1,4420,37.5,6,5,56.6,56.6,1.509
c_southwood,60,1,9729,55.6,5,5,62.6,62.6,1.125
c_spandeliyon,1056,1,2480,28.1,5,2,62.6,22.8,0.812
c_spearhead_point,2642,1,2896,30.4,7,4,6096.4,97.1,3.197
c_spearsmouth_dale,996,2,2978,30.8,5,4,62.6,41.4,1.345
c_spellgard,1092,1,13641,65.9,7,6,115.2,88.8,1.348
c_spellshire,135,2,9488,55.0,6,6,62.6,62.6,1.14
c_spider_swamp,1198,1,3448,33.1,6,4,44.4,39.6,1.196
c_spiderhaunt_woods,372,2,5360,41.3,6,5,52.6,33.1,0.8
c_spiteful_isles,1652,1,645,14.3,5,4,25.0,20.2,1.413
c_splendarrmornn,2441,2,1765,23.7,5,5,31.0,31.0,1.309
c_sragadha,818,1,5506,41.9,7,6,60.6,60.6,1.448
c_sschindylryn,2557,1,912,17.0,3,1,24.2,0.0,0.0
c_ssensval,520,1,19127,78.0,5,5,62.6,62.6,0.803
c_sshamath,2448,2,1369,20.9,4,4,19.1,19.1,0.915
c_ssintar,1443,1,3582,33.8,7,4,5231.7,32.5,0.963
c_ssrenshen,1154,1,3837,34.9,6,5,52.9,42.7,1.222
c_stagford,310,2,984,17.7,7,4,5428.3,17.0,0.959
c_star_mounts,2547,1,1902,24.6,3,3,24.2,24.2,0.982
c_starfields,196,1,7661,49.4,7,7,76.4,76.4,1.547
c_starmantle,191,3,6430,45.2,7,5,64.8,49.0,1.084
c_starmetal_hills,1439,2,4962,39.7,7,5,5066.2,63.5,1.598
c_starspire,1691,1,5687,42.5,4,3,82.5,30.1,0.707
c_starspur,119,4,2221,26.6,7,4,81.6,37.8,1.422
c_stillmoors,358,1,5682,42.5,7,6,52.6,52.6,1.238
c_stingfields,551,1,20439,80.7,7,6,117.7,101.0,1.252
c_stirgewick,311,2,2649,29.0,6,3,71.2,19.4,0.669
c_storm_horns,286,2,3136,31.6,3,2,24.2,13.5,0.426
c_stormhelm,1647,1,1053,18.3,3,1,48.5,0.0,0.0
c_stormslough,1650,1,3945,35.4,6,6,39.9,39.9,1.127
c_stormy_high,1220,1,25077,89.3,7,6,6429.8,82.9,0.928
c_sulaziir,645,2,4420,37.5,7,4,68.7,55.7,1.484
c_suldanessellar,137,5,7489,48.8,6,5,68.0,45.7,0.936
c_suldolphor,159,1,4487,37.8,5,2,66.7,23.3,0.617
c_sultim,683,3,9213,54.2,6,4,93.5,68.3,1.261
c_sumber_hills,2508,3,1565,22.3,5,3,44.8,8.5,0.38
c_sumbrar,1110,1,1076,18.5,5,3,40.7,14.2,0.768
c_sumbria,611,3,2275,26.9,5,3,62.6,23.3,0.867
c_sumuk_island,1475,1,1092,18.6,4,2,37.7,14.4,0.774
c_sundabar,38,4,8992,53.5,4,4,34.8,34.8,0.651
c_sundasz,593,1,1247,19.9,5,2,62.6,14.1,0.71
c_sunder,315,1,1999,25.2,7,3,63.3,40.8,1.618
c_sundice,1158,1,33299,103.0,5,5,62.6,62.6,0.608
c_sundrah,289,2,5795,42.9,6,4,81.6,64.2,1.495
c_sunglade,1241,1,5313,41.1,5,3,77.5,45.2,1.099
c_sunrise_hills,1634,1,5066,40.2,5,4,79.9,33.0,0.822
c_suns_eye,820,2,28887,95.9,6,6,62.6,62.6,0.653
c_sunset,221,1,322,10.1,5,1,62.6,0.0,0.0
c_sunset_foothills,2412,1,3500,33.4,3,3,36.8,36.8,1.102
c_sunset_rocks,1140,1,466,12.2,7,2,57.4,8.9,0.734
c_suntar,791,3,3732,34.5,5,3,61.8,37.0,1.074
c_suormpar,783,3,7201,47.9,5,3,62.6,36.7,0.766
c_surag,1425,3,4170,36.4,7,5,5845.4,45.3,1.243
c_surbar,780,3,9572,55.2,5,4,62.6,62.6,1.135
c_surbrin_hills,26,1,6916,46.9,3,3,30.1,30.1,0.641
c_surbroar,677,3,8222,51.2,5,5,61.8,61.8,1.209
c_surcross,1004,1,11697,61.0,5,5,62.6,62.6,1.026
c_surkazar,130,3,11939,61.6,5,5,61.8,61.8,1.003
c_surkh,199,2,5944,43.5,6,4,64.0,64.0,1.472
c_surmarsh,1009,1,4603,38.3,7,6,57.4,57.4,1.499
c_surraer,2131,1,2019,25.4,6,5,76.2,43.7,1.725
c_surthay,1023,3,2988,30.8,7,6,94.6,79.1,2.565
c_suzail,249,4,2218,26.6,7,4,61.6,28.8,1.086
c_suzhai,1346,1,29010,96.1,5,5,62.6,62.6,0.652
c_svardborg,2513,1,1082,18.6,3,2,24.2,13.5,0.725
c_syevyer_forest,866,1,13280,65.0,7,5,1254.0,74.0,1.138
c_synnoria,318,1,810,16.1,7,2,52.6,3.0,0.187
c_szant,2140,2,3154,31.7,5,4,49.2,23.3,0.734
c_szith_morcane,2628,1,1116,18.8,6,4,6303.3,42.7,2.267
c_szul,1044,2,3701,34.3,6,4,63.5,34.8,1.015
c_taam,1599,1,7736,49.6,5,5,30.1,30.1,0.606
c_tadabbur,1513,3,7576,49.1,4,4,41.8,41.8,0.851
c_taertal_gates,1733,2,3324,32.5,7,3,3222.0,32.6,1.004
c_taham,1352,2,22007,83.7,6,6,63.6,63.6,0.76
c_taikho_gaze,1316,1,23063,85.7,5,5,62.6,62.6,0.731
c_taishan,1370,2,21180,82.1,5,5,62.6,62.6,0.763
c_tajar,1563,2,4257,36.8,4,3,30.5,23.3,0.634
c_takeyef,1562,1,6290,44.7,4,3,64.2,26.2,0.587
c_takrit,716,3,8921,53.3,5,4,62.6,55.3,1.038
c_takt_muren,988,1,26295,91.5,5,5,62.6,62.6,0.685
c_talab,1472,3,10357,57.4,3,3,24.2,24.2,0.421
c_talacoast,443,3,4636,38.4,7,5,79.8,54.3,1.414
c_talagbar,2556,2,2678,29.2,4,4,18.4,18.4,0.632
c_talaran_highlands,1688,1,2939,30.6,3,3,25.3,25.3,0.827
c_talarvale,525,1,7238,48.0,5,5,62.6,62.6,1.305
c_talathgard,649,3,11253,59.8,5,5,62.6,62.6,1.046
c_talduth_vale,1194,2,10563,58.0,6,6,51.7,51.7,0.891
c_talffolk,309,3,2723,29.4,5,3,53.2,28.0,0.952
c_taliat,1397,4,6211,44.5,7,3,4893.1,32.6,0.732
c_tall_trees,67,4,7021,47.3,7,6,85.7,77.1,1.63
c_taltempla,1115,3,6055,43.9,4,3,68.0,47.3,1.077
c_talukhi,836,1,16710,72.9,6,6,67.5,67.5,0.925
c_tammar,1005,2,8074,50.7,5,5,62.6,62.6,1.235
c_tane,849,1,26144,91.2,5,5,62.6,62.6,0.687
c_tangkap,1693,1,31986,100.9,7,5,7174.6,97.7,0.969
c_tangled_trees,336,2,6617,45.9,6,6,53.9,53.9,1.175
c_tanistan,165,3,8638,52.4,7,5,82.2,47.4,0.904
c_tantay,2398,1,32717,102.0,5,5,44.3,44.3,0.434
c_tantras,262,4,2032,25.4,7,4,69.1,31.6,1.242
c_taotie,1382,2,28604,95.4,5,5,62.6,62.6,0.656
c_tapenga,1312,3,28044,94.5,5,5,62.6,62.6,0.663
c_taranmire,1686,1,4646,38.5,5,5,39.7,39.7,1.031
c_tariatooroi,881,1,17241,74.1,6,5,75.0,65.0,0.877
c_tarikat_island,1608,1,7210,47.9,4,3,32.8,18.9,0.394
c_tarmalune,1638,4,3518,33.5,4,2,58.0,20.1,0.601
c_tarnhall,589,3,1947,24.9,5,3,62.6,23.3,0.937
c_tarsith,2146,2,4662,38.5,4,3,44.6,44.6,1.159
c_taruin,399,2,6899,46.9,5,4,72.0,54.8,1.169
c_tashan_gap,420,1,6362,45.0,5,5,68.6,68.6,1.525
c_tashluta,411,2,3857,35.0,5,2,62.6,22.5,0.641
c_taskaunt,1052,2,5561,42.1,4,3,44.4,31.1,0.738
c_tatanulgts,889,1,32207,101.3,5,5,73.8,73.8,0.729
c_taurax,388,1,31570,100.2,5,5,62.6,62.6,0.625
c_tauros,1063,1,22904,85.4,6,6,70.8,70.8,0.83
c_tayabuk,1518,1,17496,74.6,4,4,45.0,45.0,0.604
c_tayaraan,1503,3,11569,60.7,3,3,54.2,54.2,0.893
c_tching,439,3,6403,45.1,6,6,52.9,52.9,1.171
c_tegals_mark,284,3,2521,28.3,7,6,61.9,40.3,1.421
c_tehing,1387,1,12023,61.9,7,7,72.7,72.7,1.175
c_teladem,1542,1,6677,46.1,5,4,40.8,30.1,0.653
c_telah,1539,1,11158,59.6,4,4,36.2,36.2,0.608
c_telflamm,1000,4,5868,43.2,5,3,62.4,36.7,0.849
c_telox,2145,1,3616,33.9,5,5,34.0,34.0,1.003
c_telpir,248,2,3282,32.3,6,4,67.3,27.5,0.85
c_tembasi,419,1,6257,44.6,7,5,419.6,52.9,1.185
c_tempat_larang,1275,1,14595,68.2,7,7,109.2,109.2,1.602
c_tensteps,563,1,16273,72.0,5,4,83.0,53.0,0.737
c_tera_dur,1685,1,4944,39.7,5,4,66.7,46.8,1.181
c_terbakar,1069,1,25541,90.2,5,5,63.3,63.3,0.702
c_teri,894,1,39312,111.9,6,6,72.1,72.1,0.645
c_teshburl,143,4,6077,44.0,5,3,37.0,37.0,0.841
c_teshwave,285,2,3133,31.6,7,6,42.4,38.3,1.214
c_teshyll,2599,1,2737,29.5,5,5,41.0,41.0,1.389
c_tethyamar,2415,3,2584,28.7,5,5,24.4,24.4,0.851
c_tezarbal,1723,1,17813,75.3,7,4,4269.1,47.0,0.624
c_teziir,187,3,5427,41.6,6,4,60.4,33.7,0.812
c_tezir,1007,1,8690,52.6,6,5,51.9,42.2,0.802
c_thandyl,696,2,5818,43.0,5,4,62.6,62.6,1.455
c_thar,345,1,3893,35.2,3,3,23.3,23.3,0.663
c_thargill,2588,1,804,16.0,6,6,31.1,31.1,1.942
c_tharkar,792,4,12190,62.3,5,3,61.8,61.8,0.993
c_tharsult,247,4,4063,36.0,6,4,67.1,35.0,0.973
c_thasselen,1036,3,5178,40.6,5,3,68.9,36.7,0.904
c_thasunta,1020,2,4662,38.5,5,4,62.6,37.0,0.96
c_thaymount,1426,3,2761,29.6,7,4,5787.3,28.8,0.971
c_thazar,2497,2,4898,39.5,4,4,66.6,66.6,1.688
c_thazar_pass,2570,1,2049,25.5,6,5,6916.1,41.7,1.634
c_thazarim,1047,2,4232,36.7,6,4,75.8,47.3,1.288
c_the_alaor,1033,1,673,14.6,6,2,52.6,12.2,0.831
c_the_allascar,246,3,4640,38.4,3,3,23.3,23.3,0.605
c_the_alley,1106,1,15265,69.7,7,7,95.3,95.3,1.368
c_the_anchorage,2636,1,10737,58.5,7,5,6431.8,85.6,1.464
c_the_bird,934,1,1658,23.0,6,3,60.5,36.4,1.583
c_the_bleak_plain,69,2,14855,68.8,4,4,50.5,50.5,0.735
c_the_burn,2416,1,9114,53.9,4,4,37.6,37.6,0.699
c_the_calves,1523,1,2758,29.6,5,4,30.5,30.5,1.029
c_the_camels_hump,938,1,5691,42.6,6,4,70.0,56.8,1.334
c_the_chador,937,1,4230,36.7,6,4,60.2,46.1,1.256
c_the_chultengar,446,1,7339,48.3,7,5,62.2,59.5,1.232
c_the_crags,169,1,5249,40.9,7,6,60.4,60.4,1.478
c_the_dancer,935,2,3902,35.2,5,3,67.8,62.6,1.777
c_the_dawn_warrior,293,1,540,13.1,5,1,62.6,0.0,0.0
c_the_dells,1710,1,7242,48.0,7,4,4346.6,38.6,0.804
c_the_dune,936,1,1100,18.7,5,1,61.8,0.0,0.0
c_the_duskwood,542,1,9849,56.0,6,5,61.2,61.1,1.091
c_the_evermoors,27,1,9218,54.2,4,3,48.3,48.3,0.891
c_the_eyes,941,2,1922,24.7,6,3,62.6,37.9,1.534
c_the_fang,2129,1,4442,37.6,6,4,4141.3,36.7,0.975
c_the_faraway,243,2,6450,45.3,3,3,23.3,23.3,0.513
c_the_farmeadows,1114,2,3539,33.6,5,4,47.2,47.2,1.405
c_the_fell_wood,234,1,5609,42.3,7,5,58.2,58.1,1.374
c_the_flats,2411,1,5867,43.2,4,4,33.0,33.0,0.764
c_the_flint,181,1,2129,26.0,5,1,72.9,0.0,0.0
c_the_fork,479,1,5016,40.0,6,5,52.9,28.8,0.722
c_the_fortress,1339,1,5713,42.6,7,5,55.9,41.3,0.969
c_the_great_oak,50,1,1523,22.0,3,3,23.3,23.3,1.056
c_the_great_spire,2307,1,952,17.4,5,3,43.7,20.8,1.195
c_the_icefields,2620,1,8198,51.1,6,5,6678.8,50.3,0.985
c_the_icepeak,225,1,1582,22.4,6,3,53.5,21.6,0.964
c_the_imnescourse,2434,2,2946,30.6,4,3,63.6,63.6,2.076
c_the_jaws,1138,1,812,16.1,6,1,73.3,0.0,0.0
c_the_nath,648,1,16986,73.5,6,6,52.9,52.9,0.719
c_the_neth_stand,1192,1,3390,32.8,6,4,51.9,29.0,0.883
c_the_old_trees,1403,2,10007,56.4,7,6,4932.6,54.2,0.96
c_the_pearls,1126,1,444,11.9,5,1,62.6,0.0,0.0
c_the_perloush,245,1,3390,32.8,3,3,24.2,24.2,0.736
c_the_red_giant,1122,1,220,8.4,5,2,52.9,7.2,0.862
c_the_ride,330,3,5950,43.5,6,6,51.7,51.7,1.187
c_the_ridge,2534,2,4092,36.1,3,3,43.0,43.0,1.191
c_the_rift,2568,1,1287,20.2,7,6,6538.7,28.4,1.404
c_the_rockshaws,99,1,6971,47.1,3,3,23.3,23.3,0.494
c_the_rookery,179,1,1043,18.2,6,2,62.6,14.3,0.786
c_the_saiyaddar,1102,1,6096,44.1,7,7,51.9,51.9,1.179
c_the_samarlogh,442,2,8186,51.0,5,5,62.6,62.6,1.227
c_the_scarland,560,1,20254,80.3,5,5,62.6,62.6,0.78
c_the_shaarwood,529,1,9911,56.2,5,5,62.6,62.6,1.115
c_the_shield,157,2,6726,46.3,5,5,62.6,62.6,1.353
c_the_singing_rocks,183,1,271,9.3,6,2,87.1,8.1,0.868
c_the_sisters,57,4,3294,32.4,7,5,57.7,57.7,1.782
c_the_stonelands,376,1,6237,44.6,6,4,65.5,34.2,0.768
c_the_stormtails,1085,1,983,17.7,6,3,52.9,21.2,1.199
c_the_surague,1059,2,8645,52.5,6,4,80.7,41.1,0.784
c_the_swordpoint,1062,1,22738,85.1,5,5,73.5,73.5,0.864
c_the_teardrops,922,1,5798,43.0,6,4,67.7,67.7,1.575
c_the_teeth,1127,1,168,7.3,6,1,62.6,0.0,0.0
c_the_throat,1066,1,7870,50.1,7,6,52.9,42.2,0.843
c_the_tradeway,1404,1,10295,57.2,7,6,4607.1,66.5,1.161
c_the_trollclaws,14,1,9603,55.3,7,6,87.4,55.0,0.995
c_the_tusks,182,1,217,8.3,6,3,38.3,34.0,4.093
c_the_vensal,510,3,12049,61.9,5,5,62.6,62.6,1.011
c_the_wayrock,1146,1,268,9.2,6,2,62.4,2.8,0.306
c_the_wetwoods,206,1,11688,61.0,5,5,63.3,63.3,1.037
c_the_whalebones,230,1,438,11.8,7,4,52.9,19.7,1.668
c_the_whales_flukes,299,1,646,14.3,7,3,52.9,8.2,0.575
c_the_white_rocks,1125,1,243,8.8,6,2,52.5,2.8,0.322
c_the_wizards_reach,944,2,3153,31.7,5,2,62.6,28.8,0.91
c_the_wormbones,1726,1,11244,59.8,7,4,3929.9,49.0,0.82
c_the_wyrmbones,1428,1,7483,48.8,7,5,3901.7,63.0,1.292
c_themasulter,475,1,3992,35.6,6,5,58.6,58.6,1.644
c_thentia,346,3,2701,29.3,6,3,52.9,24.8,0.847
c_theymarsh,476,1,2283,27.0,6,3,51.7,18.9,0.7
c_thilzoun,650,4,11399,60.2,5,5,62.6,62.6,1.04
c_thindar,430,3,6082,44.0,6,6,68.5,68.5,1.556
c_thingulphar,440,2,3947,35.4,6,3,72.3,21.9,0.619
c_tholvarr,49,1,3334,32.6,6,4,58.2,58.1,1.782
c_thommar,1145,2,10663,58.3,7,5,61.5,52.0,0.893
c_thonns_fist,1121,1,984,17.7,7,3,58.9,25.7,1.453
c_thordentor,178,1,1258,20.0,6,1,71.1,0.0,0.0
c_thornhold,2553,1,2446,27.9,4,2,31.1,12.0,0.432
c_thornwash_vale,568,1,7055,47.4,5,4,62.6,37.9,0.799
c_thornwood,175,1,12150,62.2,5,5,83.9,83.9,1.35
c_three_horns,402,2,2753,29.6,5,3,62.6,22.0,0.742
c_three_rivers,2573,1,2601,28.8,3,3,24.2,24.2,0.84
c_three_swords,492,1,19637,79.1,5,5,75.0,75.0,0.948
c_thueban,1614,1,2266,26.9,4,3,27.1,23.9,0.888
c_thulbane,632,1,4476,37.7,4,4,44.6,44.6,1.182
c_thundars_ride,2536,2,7755,49.7,3,3,23.3,23.3,0.468
c_thunder_gap,1391,2,3366,32.7,7,4,4940.9,41.4,1.266
c_thunder_hills,1380,1,34847,105.3,6,6,71.8,71.8,0.682
c_thunderholme,2463,1,1181,19.4,3,2,24.2,14.1,0.729
c_thunderstone,332,3,3543,33.6,7,5,57.8,32.2,0.959
c_thur,497,2,5945,43.5,6,5,73.2,52.9,1.216
c_tilbrand,1053,2,5286,41.0,4,3,30.1,30.1,0.733
c_tilvers_gap,2572,1,3542,33.6,3,3,23.3,23.3,0.693
c_tilverton,328,2,5566,42.1,6,6,52.6,52.6,1.25
c_tinnir,1058,2,7340,48.3,5,5,62.6,62.6,1.296
c_tiry,757,2,9029,53.6,6,4,51.9,42.2,0.786
c_titan_peaks,2563,1,8004,50.5,6,5,6923.5,87.1,1.726
c_toa,509,1,10443,57.7,7,7,79.1,79.1,1.372
c_toaridge_at_the_suns_setting,180,1,320,10.1,6,2,52.9,5.4,0.534
c_tocpe,1295,1,21595,82.9,6,6,62.6,62.6,0.755
c_tokards_cross,367,1,16393,72.2,5,5,69.9,69.9,0.968
c_tomai,1070,1,26184,91.3,5,5,62.6,62.6,0.686
c_tomb_hills,2453,3,4328,37.1,3,3,24.2,24.2,0.651
c_toming,1363,3,27980,94.4,5,5,62.6,62.6,0.664
c_tomyris,2404,1,23041,85.6,5,5,71.6,71.6,0.836
c_tongchun,2481,3,30441,98.4,3,3,22.8,22.8,0.232
c_tonge,723,1,10186,56.9,5,4,62.6,41.3,0.726
c_tonli,867,1,30321,98.2,5,5,62.6,62.6,0.637
c_toraldur,1434,1,21032,81.8,7,6,5598.5,81.8,1.0
c_torsch,547,2,8820,53.0,5,4,63.3,63.3,1.194
c_traaskl_thorog,2549,1,3269,32.3,3,3,23.3,23.3,0.721
c_trademeet,83,3,5591,42.2,4,4,40.0,40.0,0.948
c_traders_road,1227,2,6910,46.9,7,4,4572.9,69.6,1.485
c_trailstone,88,3,6877,46.8,3,3,22.8,22.8,0.488
c_treacherous_isles,2478,1,360,10.7,3,2,22.5,9.9,0.925
c_treggi_jungle,1187,1,9419,54.8,6,5,80.8,62.6,1.144
c_treshla,1133,1,6786,46.5,5,5,69.5,69.5,1.495
c_triboar,4,3,8640,52.4,4,4,25.6,25.6,0.487
c_trielta_hills,1148,1,7094,47.5,5,5,62.6,62.6,1.318
c_trollbark_forest,58,3,6502,45.5,5,2,80.0,26.6,0.585
c_tsagang,1298,1,16738,73.0,5,5,64.2,64.2,0.88
c_tsan,290,3,4322,37.1,6,4,52.6,46.8,1.261
c_tsaparang,966,2,13382,65.3,5,5,61.8,61.8,0.948
c_tsetu,1327,1,30631,98.7,5,5,62.6,62.6,0.634
c_tshalkha,1170,1,21682,83.1,7,6,116.6,76.5,0.921
c_tsurlagol,404,3,3411,33.0,7,5,69.4,38.6,1.171
c_tuern,227,1,5611,42.3,6,4,74.3,73.5,1.739
c_tulbeghoth,231,2,4939,39.7,5,4,62.6,62.6,1.579
c_tulmene,1789,2,5576,42.1,7,3,3756.5,28.8,0.683
c_tulmon,2569,3,3267,32.2,7,6,70.4,70.4,2.183
c_tuma,895,1,14570,68.1,7,6,98.0,97.2,1.428
c_tun,1570,3,5230,40.8,7,4,4627.0,40.8,1.0
c_tungtairira,871,1,24242,87.8,5,5,91.8,91.8,1.045
c_turab,1588,4,7189,47.8,4,3,34.4,27.9,0.582
c_turelve,768,2,6947,47.0,5,3,75.2,37.9,0.807
c_turlangs_wood,37,4,7520,48.9,7,7,55.8,55.8,1.14
c_turmans,1749,1,16354,72.2,7,4,5027.3,42.4,0.588
c_turnback_mountain,2469,3,1885,24.5,3,3,23.3,23.3,0.95
c_two_stars,1006,3,5234,40.8,7,5,105.3,51.7,1.268
c_tymanchebar,1660,2,2007,25.3,5,4,48.0,29.6,1.172
c_tyraturos,1031,5,4084,36.1,3,3,23.5,23.5,0.653
c_ubar,2125,3,14664,68.3,4,4,32.6,32.6,0.477
c_uchan,1290,3,14159,67.1,5,5,63.3,63.3,0.942
c_ugewood,844,1,8259,51.3,6,5,75.3,65.7,1.282
c_uhon_tsa,1325,1,11220,59.8,6,6,62.6,62.6,1.048
c_uitoril,1082,1,21222,82.2,5,5,62.6,62.6,0.762
c_ulara,749,2,22297,84.2,6,6,62.6,62.6,0.743
c_ulark,1640,1,4204,36.6,4,4,38.3,38.3,1.048
c_uldoon,1182,2,10227,57.1,7,7,91.4,91.4,1.602
c_ulguum,1730,1,11194,59.7,7,4,3379.0,50.7,0.849
c_uluran,124,2,3051,31.2,5,3,73.8,34.9,1.119
c_uluvin,24,2,4562,38.1,3,3,31.6,31.6,0.829
c_ulvarr,1668,1,2616,28.9,5,5,56.3,56.3,1.951
c_ulzel,1441,2,6064,43.9,7,4,5449.1,30.3,0.689
c_umara,949,3,11770,61.2,6,5,82.2,82.2,1.343
c_umarah,705,2,8376,51.6,5,3,83.5,37.0,0.717
c_umbarra,1217,1,201,8.0,7,1,3357.8,0.0,0.0
c_umber_marsh,1014,1,3846,35.0,7,6,62.6,62.6,1.79
c_umberwood,858,1,15415,70.0,7,5,154.8,67.8,0.968
c_umbral_murk,2134,1,5224,40.8,4,3,63.6,34.7,0.85
c_umbthal,1043,2,3977,35.6,7,4,77.6,37.3,1.049
c_umratharos,1035,3,10568,58.0,7,5,93.5,84.7,1.461
c_umukek,229,1,1831,24.1,6,3,56.1,19.0,0.786
c_underhome,585,4,3413,33.0,7,4,87.3,30.5,0.924
c_undraeth,2560,1,1191,19.5,7,4,76.2,41.8,2.145
c_ungaran,1386,1,8744,52.8,7,6,65.9,37.9,0.718
c_unicorn_run,70,2,4058,35.9,7,7,69.6,69.6,1.938
c_unthalass,659,4,3750,34.5,4,4,47.7,47.7,1.38
c_untrivven,1262,2,9374,54.6,6,6,58.1,58.1,1.063
c_uplands,406,2,7087,47.5,7,7,60.7,60.7,1.279
c_upper_ama,2407,1,27801,94.1,3,3,34.0,34.0,0.361
c_upper_goldenflow,715,2,18517,76.8,5,5,63.1,63.1,0.821
c_upper_khedrun,2609,1,2815,29.9,7,7,38.5,38.5,1.285
c_upper_murghol,699,1,14580,68.1,7,6,91.6,63.6,0.934
c_upper_nix,1446,1,7943,50.3,7,4,6525.8,34.7,0.69
c_upper_pass,1763,1,19008,77.8,7,4,7364.2,54.0,0.695
c_upper_reddan,2409,1,5084,40.2,6,5,2620.9,47.0,1.169
c_upper_sempadan,1761,1,30394,98.4,7,5,6758.9,57.8,0.588
c_urlingwood,1019,2,5878,43.3,5,5,62.6,62.6,1.448
c_urmlaspyr,257,3,4406,37.4,4,3,40.0,30.5,0.813
c_uruk,1531,3,7281,48.1,5,4,49.4,49.4,1.026
c_urula,539,1,12535,63.2,7,6,89.4,63.1,0.999
c_urve,1027,2,2176,26.3,5,2,62.6,23.3,0.886
c_ust_natha,2507,2,1507,21.9,3,2,24.2,23.3,1.065
c_ustann_and_tuulish,703,4,6432,45.2,5,4,68.2,62.6,1.384
c_usurr,428,3,10515,57.9,5,4,89.4,62.6,1.082
c_utaqa,954,3,12503,63.1,7,5,102.6,41.2,0.653
c_uthangol,673,2,10987,59.1,7,6,80.4,60.7,1.027
c_uthmere,395,4,6327,44.9,5,4,62.6,62.6,1.395
c_utuerth,2525,2,4921,39.6,3,3,23.3,23.3,0.588
c_utui,1251,1,29499,96.9,5,5,67.1,67.1,0.692
c_uysos,1081,1,18936,77.6,6,6,54.6,54.6,0.703
c_vaelan,764,3,4852,39.3,5,4,69.7,63.3,1.61
c_valashar,134,2,10065,56.6,6,5,65.7,37.0,0.654
c_vale_of_clouds,1219,1,20664,81.1,7,6,6759.7,61.0,0.753
c_vale_of_lost_voices,337,1,3629,34.0,6,4,66.5,60.7,1.787
c_vale_of_the_reaver,1132,2,8120,50.8,5,5,62.6,62.6,1.232
c_valley_of_dread,447,1,9844,56.0,7,6,94.9,88.1,1.575
c_valley_of_embers,1565,1,5709,42.6,7,5,2534.5,53.5,1.256
c_valley_of_klaidson,1165,1,2835,30.0,7,6,53.5,53.5,1.782
c_valley_of_lost_honor,450,1,6335,44.9,7,7,52.0,52.0,1.159
c_valshada,148,3,3390,32.8,7,5,73.8,51.6,1.572
