barony,county,ck3_province,seed_x,seed_y,current_centroid_x,current_centroid_y,dist_px,seed_in_current_cell,current_seed_source
b_el_gamahimiya,c_bender_berdh,3580,7341,6359,7342.3,6357.0,2.4,yes,capital_position
b_beowood,c_beowood,1379,6546,4580,6561.6,4566.7,20.5,yes,capital_position
b_berdusk,c_berdusk,2555,2946,1778,2947.4,1773.4,4.9,yes,capital_position
b_evensong_tower,c_berdusk,2557,2977,1772,2976.9,1770.3,1.7,yes,sampled
b_qheldins_mask,c_berdusk,2556,2967,1793,2974.6,1798.6,9.4,yes,sampled
b_cragmyr_keep,c_beregost,2524,2600,1873,2602.5,1874.4,2.9,yes,capital_position
b_beregost,c_beregost,2525,2639,1926,2571.5,1923.8,67.5,no,sampled
b_song_of_the_morning,c_beregost,2526,2604,1938,2644.5,1910.4,49.0,no,sampled
b_bezantur,c_bezantur,1789,5006,2102,5006.0,2097.9,4.1,yes,capital_position
b_balber,c_bezantur,1792,4976,2075,4976.2,2100.1,25.1,yes,sampled
b_hexcidon,c_bezantur,1791,5035,2100,5048.3,2093.5,14.8,yes,sampled
b_thrakhos,c_bezantur,1793,4990,2126,5083.8,2112.5,94.8,no,sampled
b_unnakan,c_bezantur,1790,5013,2090,5102.2,2119.7,94.0,no,sampled
b_bezentil,c_bezentil,1844,4769,1436,4784.2,1430.6,16.1,yes,capital_position
b_bhaerlith,c_bhaerlith,261,3346,1217,3372.1,1209.5,27.2,yes,capital_position
b_bhaluin,c_bhaluin,1702,5848,2323,5850.4,2320.5,3.5,yes,capital_position
b_bhaulaea,c_bhaulaea,303,3583,718,3537.9,720.5,45.2,yes,capital_position
b_bidnop_so,c_bidnop_so,2341,7593,4166,7584.6,4180.4,16.7,yes,capital_position
b_hun_chao,c_bidnop_so,2343,7603,4156,7510.2,4104.6,106.1,no,sampled
b_lii,c_bidnop_so,2342,7564,4139,7702.9,4206.8,154.6,no,sampled
b_bildoobaris,c_bildoobaris,1816,4881,1307,4888.1,1315.5,11.0,yes,capital_position
b_runalundr,c_bildoobaris,1817,4851,1279,4872.5,1285.4,22.4,yes,sampled
b_rambut,c_binatang,2331,7908,4938,7922.7,4919.9,23.4,yes,capital_position
b_bisatare,c_bisatare,3544,6245,6355,6256.2,6356.0,11.3,yes,capital_position
b_byoranga,c_bisatare,3545,6245,6323,6250.5,6310.3,13.9,yes,sampled
b_bisoturi,c_bisoturi,3168,6540,1287,6524.7,1285.3,15.4,yes,capital_position
b_charig,c_bitter_well,3142,7011,2094,7051.9,2126.3,52.1,yes,capital_position
b_meadhall,c_bjeoerns_pass,1384,6643,4627,6649.9,4615.8,13.2,yes,capital_position
b_ashenstars,c_black_ash_plain,2825,4611,2702,4612.6,2706.4,4.7,yes,capital_position
b_blackfeather_bridge,c_blackfeather_bridge,908,3831,1549,3827.1,1549.0,3.9,yes,capital_position
b_blackford,c_blackford,1961,2238,539,2246.2,533.6,9.8,yes,capital_position
b_icemelt,c_blackford,1962,2211,554,2202.9,556.2,8.4,yes,sampled
b_blackhold,c_blackhold,139,706,2262,718.7,2265.4,13.2,yes,capital_position
b_caraemar,c_blackhold,140,675,2251,666.8,2244.7,10.3,yes,sampled
b_kaz,c_blackvale,1555,3012,3675,3017.4,3675.8,5.5,yes,capital_position
b_jahaai,c_bladed_coast,3380,5443,5135,5461.1,5151.6,24.5,yes,capital_position
b_bloodhawk_hold,c_bloodhawk_hold,2511,2592,1616,2556.2,1599.3,39.6,yes,capital_position
b_faeniel,c_bloodlake,1321,5146,3341,5142.2,3323.4,18.0,yes,capital_position
b_bloodstone,c_bloodstone,709,4242,1178,4248.6,1176.2,6.8,yes,capital_position
b_engsbar,c_bloodstone,710,4265,1188,4247.0,1195.1,19.4,yes,sampled
b_fort_blumantle,c_blumantle_pass,1290,6276,3103,6272.4,3105.4,4.4,yes,capital_position
b_bridgefort,c_boareskyr_bridge,2542,2748,1475,2736.2,1466.4,14.6,yes,capital_position
b_boorva,c_boorva,2170,5520,1901,5517.7,1897.6,4.1,yes,capital_position
b_borich,c_borich,3117,6135,1895,6127.3,1888.6,10.0,yes,capital_position
b_moortown,c_bottomless_bog,767,4140,1098,4141.2,1097.0,1.6,yes,capital_position
b_giants_stone,c_bottomless_bog,769,4159,1109,4144.0,1138.5,33.1,no,sampled
b_kond,c_bottomless_bog,768,4120,1105,4138.3,1056.9,51.5,no,sampled
b_bowshot,c_bowshot,2900,2471,1221,2472.4,1224.5,3.8,yes,capital_position
b_gillians_hill,c_bowshot,2901,2487,1209,2475.1,1187.1,24.9,no,sampled
b_roosting_griffon,c_bowshot,2902,2442,1193,2495.7,1261.2,86.8,no,sampled
b_braleuz,c_braleuz,2185,5690,1592,5695.6,1584.6,9.3,yes,capital_position
b_goliad,c_brandiar,707,4288,1215,4287.0,1230.2,15.3,yes,capital_position
b_omskar,c_brandiar,708,4298,1205,4327.8,1173.8,43.1,no,sampled
b_mariphim,c_bregenduth,71,1091,2591,1090.8,2591.8,0.9,yes,capital_position
b_llewellyn,c_bregonshire,2732,2035,1660,2036.9,1659.5,1.9,yes,capital_position
b_brightfields,c_brightfields,2247,4714,3017,4717.9,3015.5,4.2,yes,capital_position
b_brittlebone_well,c_brittlebone_coast,30,644,2888,646.2,2885.5,3.3,yes,capital_position
b_fenders_run,c_broadfields,547,3401,2102,3405.4,2098.2,5.8,yes,capital_position
b_broaspu,c_broaspu,1260,5629,2786,5627.5,2786.3,1.5,yes,capital_position
b_swordsbane,c_broken_swords,2274,3425,3662,3429.4,3658.8,5.4,yes,capital_position
b_luntse_dzong,c_broken_wall_pass,1484,6991,2391,6961.6,2390.2,29.4,yes,capital_position
b_barkhul,c_broken_wall_pass,1485,7001,2382,7044.3,2392.3,44.5,no,sampled
b_broken_well,c_broken_well,1949,2291,441,2289.1,446.6,6.0,yes,capital_position
b_unjhur,c_bronze_falcon,1407,6628,5063,6637.4,5042.1,22.9,yes,capital_position
b_tiliggal,c_bronze_falcon,1408,6624,5088,6606.9,5151.6,65.9,no,sampled
b_bronzehelms,c_bronzehelms,3624,3774,2208,3767.0,2203.5,8.3,yes,capital_position
b_bigwahr,c_bronzehelms,3625,3784,2198,3805.2,2197.3,21.2,no,sampled
b_brost,c_brost,230,2799,2227,2819.6,2242.5,25.8,yes,capital_position
b_imnesvale,c_brost,231,2809,2217,2765.7,2200.1,46.5,no,sampled
b_duras_vale,c_brynwood,1128,4157,1635,4161.1,1636.4,4.3,yes,capital_position
b_budais_cleft,c_budais_cleft,1279,6354,3226,6339.4,3236.4,17.9,yes,capital_position
b_kerrechi,c_budais_cleft,1280,6325,3198,6397.7,3207.0,73.3,no,sampled
b_bukhouk,c_bukhouk,3113,6583,1838,6568.9,1832.4,15.1,yes,capital_position
b_bukitega,c_bukitega,3197,6636,5294,6639.0,5293.4,3.1,yes,capital_position
b_bulaantaro,c_bulaantaro,3134,6892,918,6903.7,921.1,12.1,yes,capital_position
b_bulangalant,c_bulangalant,3139,6645,1160,6674.1,1151.9,30.2,yes,capital_position
b_buldamar,c_buldamar,2218,5146,2933,5161.0,2918.0,21.2,yes,capital_position
b_bulobo,c_bulobo,611,2072,3417,2067.8,3409.8,8.3,yes,capital_position
b_bunsha,c_bunsha,167,7878,896,7869.0,886.8,12.9,yes,capital_position
b_bunshin,c_bunshin,3177,6911,1588,6909.6,1603.6,15.7,yes,capital_position
b_burich,c_burich,3167,6501,1146,6530.6,1147.3,29.6,yes,capital_position
b_burj,c_burj,3275,5989,6089,5990.0,6086.7,2.5,yes,capital_position
b_bahlalah,c_burj,3276,5973,6114,5962.1,6098.7,18.8,yes,sampled
b_shaga,c_burj,3277,6008,6101,6020.2,6082.7,21.9,yes,sampled
b_surardaha,c_burning_shore,3379,6180,4682,6179.5,4687.6,5.6,yes,capital_position
b_bynua,c_bynua,2171,5670,1840,5667.8,1847.5,7.8,yes,capital_position
b_caer_moray,c_caer_moray,2762,1760,1641,1770.6,1638.7,10.8,yes,capital_position
b_fortress_of_the_five_vultures,c_calaunt,1112,4056,1518,4063.3,1519.5,7.5,yes,capital_position
b_calaunt,c_calaunt,1113,4116,1498,4120.7,1491.6,7.9,yes,sampled
b_moonsilver_house,c_calaunt,1114,4099,1492,4095.6,1495.3,4.8,yes,sampled
b_zenitrag,c_calim_desert,330,2612,2720,2606.3,2713.3,8.8,yes,capital_position
b_dallabad,c_calim_desert,331,2637,2735,2639.8,2732.1,4.1,yes,sampled
b_calim_river,c_calim_river,328,2727,2749,2729.6,2747.8,2.9,yes,capital_position
b_calimban_knoll,c_calimban,341,2631,2671,2633.9,2669.0,3.5,yes,capital_position
b_daraqadim,c_calimmon,2601,2651,2579,2643.5,2590.0,13.3,yes,capital_position
b_fort_agis,c_calimmon,2603,2700,2610,2691.8,2608.8,8.3,yes,sampled
b_memnonnar,c_calimmon,2602,2635,2602,2730.1,2584.4,96.7,no,sampled
b_pashas_sabban,c_calimport,315,2653,2763,2652.7,2764.4,1.4,yes,capital_position
b_calephs_court,c_calimport,316,2637,2786,2697.8,2758.0,66.9,no,sampled
b_calimport,c_calimport,320,2645,2753,2626.5,2755.3,18.7,no,sampled
b_khandaq,c_calimport,319,2664,2765,2675.6,2763.2,11.7,no,sampled
b_calimstone,c_calimstone,334,2696,2671,2711.6,2685.8,21.5,yes,capital_position
b_caer_callidyrr,c_callidyrr,2723,2006,1524,2008.5,1529.7,6.2,yes,capital_position
b_llandeilo,c_callidyrr,2724,2012,1533,2009.1,1510.1,23.1,no,sampled
b_noanars_hold,c_calling_horns,2023,2578,769,2560.5,773.2,18.0,yes,capital_position
b_calling_horns,c_calling_horns,2024,2551,775,2633.5,730.0,94.0,no,sampled
b_darkhorn_castle,c_cambro,2759,1955,1698,1950.9,1694.9,5.1,yes,capital_position
b_cambro,c_cambro,2760,1945,1678,1971.2,1676.8,26.2,yes,sampled
b_candlekeep,c_candlekeep,2527,2531,1858,2545.2,1843.7,20.1,yes,capital_position
b_exhaltation,c_candlekeep,2528,2541,1897,2549.3,1884.2,15.3,yes,sampled
b_rokmond_gate,c_caraguir,2402,4460,3996,4465.1,3964.0,32.4,yes,capital_position
b_ravensburg,c_carmathan,694,4288,1322,4289.7,1322.7,1.9,yes,capital_position
b_vladistone,c_carmathan,695,4298,1313,4297.1,1374.7,61.7,no,sampled
b_tibold,c_carrelath,2664,3272,2446,3273.2,2460.8,14.8,yes,capital_position
b_golconda,c_carrelath,2665,3282,2436,3278.0,2414.3,22.1,no,sampled
b_carwyth_hold,c_carwyth,1845,4656,1494,4656.3,1493.7,0.4,yes,capital_position
b_evreltheds_hill,c_carwyth,1846,4666,1485,4712.9,1470.2,49.2,no,sampled
b_cathyr,c_cathyr,2371,4699,4049,4686.0,4054.6,14.2,yes,capital_position
b_angoman,c_cathyr,2374,4642,3990,4663.6,3996.6,22.6,no,sampled
b_lahyrst,c_cathyr,2372,4656,4041,4627.5,4002.7,47.7,no,sampled
b_melina,c_cathyr,2373,4671,4017,4706.5,3985.3,47.6,no,sampled
b_cedarsproke,c_cedarvale,1092,3737,2042,3751.3,2044.4,14.5,yes,capital_position
b_cennuroth,c_cennuroth,1643,5326,2286,5328.0,2265.3,20.8,yes,capital_position
b_qikkha,c_cennuroth,1644,5320,2264,5296.8,2279.7,28.0,no,sampled
b_nordahaeril,c_centaur_run,2040,2735,969,2726.4,963.6,10.2,yes,capital_position
b_far_forount,c_centaur_run,2042,2719,992,2765.2,945.5,65.6,no,sampled
b_morynarth,c_centaur_run,2041,2725,986,2723.4,1011.6,25.6,no,sampled
b_chaikou,c_chaikou_hills,3018,7792,2509,7813.1,2497.1,24.2,yes,capital_position
b_taronerdist,c_chain_of_broken_dreams,147,1093,2153,1095.1,2150.7,3.2,yes,capital_position
b_chama,c_chama,160,7505,830,7517.0,817.4,17.4,yes,capital_position
b_chan,c_chan,150,7058,750,7054.6,726.8,23.5,yes,capital_position
b_chan_liu_shui,c_chan_liu_shui,3162,6628,1412,6638.0,1400.8,15.0,yes,capital_position
b_chandlerscross,c_chandlerscross,905,3903,1569,3897.8,1569.4,5.2,yes,capital_position
b_wyverns_rift,c_chandlerscross,906,3909,1584,3919.5,1565.2,21.5,no,sampled
b_changdao,c_changdao,3086,7630,3087,7632.4,3084.5,3.5,yes,capital_position
b_hartvold,c_channath_rise,2271,3997,3361,3988.1,3356.9,9.8,yes,capital_position
b_rochdale,c_channath_rise,2272,4028,3345,4023.7,3345.8,4.4,yes,sampled
b_channathgate,c_channathgate,2264,4027,3421,4030.2,3425.4,5.5,yes,capital_position
b_lordsthrone,c_channathgate,2265,4073,3408,4080.1,3405.4,7.6,yes,sampled
b_rosebridge,c_channathgate,2266,4103,3406,3979.8,3421.7,124.2,no,sampled
b_yeshi,c_channathwood,2267,4089,3331,4081.0,3323.8,10.8,yes,capital_position
b_chao_yang,c_chao_yang,3047,7830,1825,7792.6,1825.5,37.4,yes,capital_position
b_jiaxian,c_chao_yang,3049,7865,1797,7855.0,1732.7,65.0,no,sampled
b_yincha,c_chao_yang,3048,7800,1797,7921.3,1822.1,123.9,no,sampled
b_ched_nasad,c_ched_nasad,3588,2920,861,2923.0,860.0,3.2,yes,capital_position
b_chegoyui,c_chegoyui,3148,7474,1254,7476.2,1264.2,10.4,yes,capital_position
b_dunkapple_castle,c_chelimber,2928,2952,1273,2946.2,1258.7,15.4,yes,capital_position
b_chiem,c_chiem,1244,5551,3054,5544.5,3053.6,6.6,yes,capital_position
b_akkadash,c_chilled_plain,838,3743,976,3764.5,972.9,21.7,yes,capital_position
b_wyrms_crossing,c_chionthar,2509,2627,1682,2658.2,1689.9,32.2,yes,capital_position
b_rivington,c_chionthar,2510,2625,1700,2592.9,1703.3,32.2,no,sampled
b_cholta,c_cholta,151,7015,521,7038.7,505.2,28.5,yes,capital_position
b_chowok,c_chowok,2315,7634,4524,7637.8,4525.9,4.2,yes,capital_position
b_barit,c_chulacca,3187,7910,5294,7911.7,5292.0,2.6,yes,capital_position
b_chulq,c_chulq,162,7705,910,7669.4,921.6,37.4,yes,capital_position
b_branestria,c_cimarine_isles,2774,2375,1744,2371.3,1739.2,6.0,yes,capital_position
b_palace_of_the_sceptanar,c_cimbar,2849,4425,2237,4417.8,2245.6,11.2,yes,capital_position
b_new_cimbar,c_cimbar,2851,4410,2260,4412.1,2217.6,42.4,no,sampled
b_old_cimbar,c_cimbar,2850,4445,2249,4453.4,2235.2,16.2,yes,sampled
b_telos,c_cinnabar,778,4210,1135,4204.8,1134.1,5.3,yes,capital_position
b_cinnabar_wastes,c_cinnabar,780,4255,1107,4245.8,1145.9,39.9,no,sampled
b_dead_mans_bridge,c_cinnabar,781,4240,1131,4242.0,1105.8,25.3,no,sampled
b_iron_sky,c_cinnabar,779,4228,1113,4200.3,1096.6,32.2,no,sampled
b_citadel_adbar,c_citadel_adbar,1897,2934,533,2931.6,545.7,12.9,yes,capital_position
b_dragonspikes,c_citadel_adbar,1898,2952,545,2965.9,552.5,15.8,yes,sampled
b_citadel_of_the_raven,c_citadel_of_the_raven,750,3747,1213,3730.0,1210.4,17.2,yes,capital_position
b_camnods_cairn,c_citadel_of_the_raven,751,3735,1191,3752.5,1184.1,18.8,yes,sampled
b_citadel_rashemar,c_citadel_rashemar,2144,5287,1516,5288.8,1514.1,2.7,yes,capital_position
b_clearflow_keep,c_clearflow_vale,2156,5404,1866,5407.2,1863.1,4.3,yes,capital_position
b_borlyth,c_cloak_bay,2523,2524,1797,2522.3,1791.2,6.1,yes,capital_position
b_brown_bear_lodge,c_cloakwood,2522,2541,1748,2543.6,1747.4,2.7,yes,capital_position
b_lupeiros,c_cloven_hills,400,3393,2536,3375.7,2540.9,18.0,yes,capital_position
b_yllenora,c_cloven_hills,401,3368,2550,3432.5,2535.1,66.2,no,sampled
b_clovis_fields,c_clovis_fields,2659,2932,2546,2943.8,2542.7,12.2,yes,capital_position
b_ezzagard,c_clovis_fields,2660,2905,2544,2905.4,2531.8,12.2,yes,sampled
b_friendly_arm_inn,c_coast_way,2529,2616,1770,2620.2,1758.8,11.9,yes,capital_position
b_temple_of_wisdom,c_coast_way,2530,2586,1743,2612.2,1819.5,80.9,no,sampled
b_codscove,c_codsbay,2761,1896,1651,1903.5,1644.8,9.7,yes,capital_position
b_serpar,c_coilvines,1561,3094,3599,3095.9,3601.6,3.3,yes,capital_position
b_cold_field,c_cold_field,886,3929,1528,3931.0,1525.4,3.3,yes,capital_position
b_meruindelve,c_cold_vale,1899,2868,541,2871.9,531.8,10.0,yes,capital_position
b_frosteeth,c_coldcrag,2722,1079,232,1077.1,232.2,1.9,yes,capital_position
b_arrlaur,c_coldlight_cliffs,112,444,2219,447.5,2216.8,4.1,yes,capital_position
b_thradulf,c_coldwood,1990,2840,470,2845.3,462.0,9.6,yes,capital_position
b_colletro,c_colletro,478,4240,2303,4234.8,2304.5,5.4,yes,capital_position
b_galb,c_colletro,479,4259,2315,4256.7,2295.8,19.4,yes,sampled
b_timarl,c_conaluil,2391,4372,4097,4367.7,4085.8,12.0,yes,capital_position
b_madia,c_conaluil,2392,4310,4070,4352.2,4143.4,84.7,no,sampled
b_umes,c_conaluil,2393,4324,4121,4308.0,4077.9,46.0,no,sampled
b_condish,c_conaluil_range,2388,4212,4043,4209.4,4039.8,4.2,yes,capital_position
b_phandalin,c_cony_gap,2106,2262,838,2264.6,836.0,3.3,yes,capital_position
b_axeholm,c_cony_gap,2108,2244,853,2274.6,855.3,30.7,no,sampled
b_ieirithymbul,c_cony_gap,2109,2277,824,2245.0,851.0,41.9,no,sampled
b_umbrage_hill,c_cony_gap,2107,2250,822,2268.1,815.7,19.2,yes,sampled
b_conyberry,c_conyberry,2111,2365,793,2353.9,797.6,12.0,yes,capital_position
b_corellons_grove,c_corellons_grove,947,384,1332,393.6,1344.2,15.5,yes,capital_position
b_lynrion,c_corellons_grove,948,378,1359,401.8,1307.1,57.1,no,sampled
b_nythle_serin,c_corellons_grove,949,403,1344,353.0,1329.0,52.2,no,sampled
b_corm_orp,c_corm_orp,2578,3051,1586,3055.7,1598.7,13.5,yes,capital_position
b_cokhis,c_cormanda,53,1072,2444,1073.9,2442.3,2.6,yes,capital_position
b_valash,c_cortrynn,226,3128,2151,3124.2,2134.1,17.4,yes,capital_position
b_kingard,c_cortrynn,227,3137,2141,3142.9,2187.8,47.2,no,sampled
b_dynnatt,c_corwell,2744,1910,1770,1897.6,1776.0,13.8,yes,sampled
b_kalax,c_couatl_wilds,639,1924,3456,1913.9,3445.9,14.2,yes,capital_position
b_feathered_port,c_couatls_landing,1454,605,5131,606.6,5129.0,2.6,yes,capital_position
b_hillgard,c_council_hills,2244,4881,2991,4883.6,2991.6,2.6,yes,capital_position
b_azil,c_council_hills,2245,4847,2991,4834.1,2976.0,19.8,yes,sampled
b_raerest,c_crab_reach,2532,2485,1827,2486.1,1826.3,1.3,yes,capital_position
b_cragmaw,c_cragmaw,2136,2250,781,2253.9,783.1,4.5,yes,capital_position
b_crimmor,c_crimmor,184,2660,2022,2660.6,2018.8,3.2,yes,capital_position
b_chaunteas_cradle,c_crimmor,186,2680,2034,2643.2,2024.5,38.0,no,sampled
b_crytrapper,c_crimmor,185,2670,2012,2678.5,2019.3,11.3,yes,sampled
b_culmaster,c_culmaster,1864,4621,1758,4624.3,1750.5,8.2,yes,capital_position
b_thassalra,c_culmaster,1865,4591,1731,4590.4,1748.1,17.1,yes,sampled
b_curstallyon,c_curstallyon,1415,1355,4318,1361.3,4313.3,7.9,yes,capital_position
b_esdul,c_curstallyon,1416,1326,4291,1406.2,4354.7,102.4,no,sampled
b_tethmore,c_curstallyon,1417,1375,4330,1317.4,4306.8,62.1,no,sampled
b_al_sisarran,c_dabab,3559,5484,6476,5485.3,6477.6,2.0,yes,capital_position
b_daerlun,c_daerlun,1154,3577,1743,3578.6,1743.1,1.6,yes,capital_position
b_bergun_hall,c_daerlun,1155,3583,1717,3523.6,1746.9,66.5,no,sampled
b_griffonfang_bridge,c_daerlun,1157,3546,1739,3551.6,1742.2,6.4,yes,sampled
b_house_of_firehair,c_daerlun,1156,3556,1760,3592.1,1712.2,59.9,no,sampled
b_daerr,c_daerr,40,861,2487,855.3,2482.5,7.3,yes,capital_position
b_corglaak,c_daerr,41,876,2440,879.4,2444.9,6.0,yes,sampled
b_castle_daggerdale,c_dagger_falls,912,3620,1301,3613.4,1297.7,7.4,yes,capital_position
b_dagger_falls,c_dagger_falls,913,3632,1285,3646.3,1295.2,17.5,yes,sampled
b_white_chalk_hollow,c_daggerdale,909,3612,1346,3617.5,1340.8,7.6,yes,capital_position
b_dordrien_keep,c_daggerdale,911,3583,1328,3614.0,1363.9,47.4,no,sampled
b_teshmere,c_daggerdale,910,3630,1336,3594.2,1328.2,36.6,no,sampled
b_ducal_castle,c_daggerford,2897,2440,1152,2436.0,1154.4,4.7,yes,capital_position
b_daggerford,c_daggerford,2898,2457,1125,2467.1,1127.1,10.4,yes,sampled
b_morninglow_tower,c_daggerford,2899,2451,1139,2445.9,1127.1,12.9,yes,sampled
b_al_fujinat,c_dahab_island,3406,5082,5426,5083.7,5424.1,2.6,yes,capital_position
b_dakan,c_dakan,3273,5983,6013,5975.7,6013.4,7.3,yes,capital_position
b_hamail,c_dakan,3274,5963,6024,6008.2,6010.3,47.2,no,sampled
b_dalath,c_dalath,2790,4740,2589,4740.5,2582.2,6.8,yes,capital_position
b_nidunch,c_dalath,2792,4759,2600,4766.9,2589.4,13.2,yes,sampled
b_talukad,c_dalath,2791,4750,2579,4711.3,2587.0,39.5,no,sampled
b_fort_dalton,c_daltonsvale,743,4071,1361,4076.5,1369.5,10.1,yes,capital_position
b_maskyrs_trail,c_daltonsvale,744,4091,1373,4067.0,1340.3,40.5,no,sampled
b_ashavasa,c_dalvind,1285,6428,3453,6430.3,3451.9,2.5,yes,capital_position
b_emu,c_damu,3433,4285,6042,4361.8,6043.0,76.8,yes,capital_position
b_dolphin_waters,c_dancing_dolphins,2412,4658,4139,4647.8,4151.5,16.2,yes,capital_position
b_daong,c_daong_forest,1466,7585,3187,7588.5,3175.7,11.8,yes,capital_position
b_dapplegate,c_dapplegate,415,3491,3062,3491.0,3052.5,9.5,yes,capital_position
b_gallard,c_dapplegate,416,3475,3085,3463.9,3073.7,15.8,yes,sampled
b_selpt,c_dapplegate,417,3481,3052,3526.5,3054.7,45.5,no,sampled
b_darabjind,c_darabjind,1681,5858,2520,5858.7,2526.8,6.9,yes,capital_position
b_apashann,c_darabjind,1683,5877,2532,5825.7,2519.8,52.8,no,sampled
b_darakh,c_darakh,3108,6448,2124,6491.2,2115.2,44.1,yes,capital_position
b_taynligola,c_darakh,3109,6405,2139,6357.0,2131.3,48.6,yes,sampled
b_dareth_citadel,c_dareth,826,5135,679,5135.9,678.2,1.2,yes,capital_position
b_dark_arrow_keep,c_dark_arrow,1974,2645,484,2645.3,478.5,5.5,yes,capital_position
b_darkhold,c_darkhold,2574,3096,1651,3094.9,1652.2,1.6,yes,capital_position
b_far_hills_post,c_darkhold,2575,3118,1666,3083.8,1673.9,35.1,no,sampled
b_ink_dell,c_darkhold,2576,3081,1674,3117.1,1665.7,37.0,no,sampled
b_arnda,c_darkturret,82,337,2733,337.2,2730.4,2.6,yes,capital_position
b_minauthkeep,c_darkwoods,858,3888,1397,3896.1,1396.5,8.1,yes,capital_position
b_darmesh,c_darmesh,2413,4566,4213,4548.9,4199.6,21.7,yes,capital_position
b_far_outpost,c_darmesh,2414,4578,4185,4593.6,4172.6,20.0,yes,sampled
b_darmshall,c_darmshall,771,4187,1180,4190.1,1175.8,5.2,yes,capital_position
b_iron_divide,c_darmshall,774,4204,1176,4172.1,1170.3,32.4,no,sampled
b_maur_eturo,c_darmshall,772,4187,1164,4210.8,1171.2,24.8,no,sampled
b_nigels_ford,c_darmshall,773,4200,1176,4180.0,1197.8,29.6,no,sampled
b_darrawn,c_darrawn,132,743,2182,733.3,2176.6,11.1,yes,capital_position
b_kor_tera,c_darrawn,133,775,2186,793.9,2189.0,19.2,yes,sampled
b_mrorg,c_darrawn,134,755,2174,774.3,2153.1,28.5,no,sampled
b_black_quarter,c_darromar,2592,2916,2491,2886.1,2502.3,32.0,no,sampled
b_darromar,c_darromar,2589,2873,2487,2863.3,2497.0,13.9,no,sampled
b_garden_of_rhinda,c_darromar,2590,2895,2505,2883.1,2483.2,24.8,no,sampled
b_queens_market,c_darromar,2591,2907,2499,2911.4,2485.3,14.4,yes,sampled
b_dashadjen,c_dashadjen,332,2559,2683,2569.3,2686.4,10.8,yes,capital_position
b_altar_of_the_air,c_dashadjen,333,2578,2694,2538.3,2664.4,49.5,no,sampled
b_daunting,c_daunting,2206,4427,3163,4429.0,3162.5,2.1,yes,capital_position
b_sagat,c_dawihi_island,3519,6444,6065,6445.6,6063.7,2.1,yes,capital_position
b_parnast,c_dawn_pass,2949,2946,1086,2937.6,1084.1,8.6,yes,capital_position
b_dawn_pass,c_dawn_pass,2950,2987,1117,2987.6,1109.7,7.3,yes,sampled
b_dawngleam,c_dawngleam,989,3454,1770,3448.7,1766.9,6.2,yes,capital_position
b_kirinwood,c_dawngleam,990,3473,1774,3480.0,1775.7,7.2,yes,sampled
b_daynk,c_daynk,3104,6708,2327,6712.5,2331.3,6.2,yes,capital_position
b_dead_orc_pass,c_dead_orc_pass,1918,2883,582,2885.7,579.6,3.6,yes,capital_position
b_wasterun,c_deadstars,2275,3675,3546,3673.6,3552.7,6.9,yes,capital_position
b_planners_citadel,c_deep_imaskar,3639,5400,1270,5395.5,1276.1,7.6,yes,capital_position
b_deep_imaskar,c_deep_imaskar,3640,5434,1275,5387.6,1242.2,56.8,no,sampled
b_purple_library,c_deep_imaskar,3641,5383,1273,5429.7,1267.0,47.1,no,sampled
b_dekanter,c_dekanter,3615,2938,1127,2929.2,1125.1,9.0,yes,capital_position
b_dethdor,c_dekanter,3616,2948,1117,2962.5,1123.3,15.8,no,sampled
b_dekar,c_dekar,1336,6428,3714,6432.5,3685.9,28.5,yes,capital_position
b_pyra,c_dekar,1337,6399,3687,6431.1,3775.1,93.8,no,sampled
