ck2_code,occurrences,scope_chain,function,status,ck3_code,evidence
[From.OriginalOwner.Culture.GetName],105,From.OriginalOwner.Culture,GetName,unmapped,<!CK2:From.OriginalOwner.Culture.GetName!>,Faerun/Faerun/localisation/000_shou_lung.csv:1288
[Root.GetLeLa],104,Root,GetLeLa,custom,[ROOT.Char.Custom('GetLeLa')],Faerun/Faerun/localisation/000_starpact.csv:94
[Root.GetWeaponInjuringBlowOnMe],104,Root,GetWeaponInjuringBlowOnMe,custom,[ROOT.Char.Custom('GetWeaponInjuringBlowOnMe')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:44
[Root.Liege.GetHerHis],103,Root.Liege,GetHerHis,mapped,[ROOT.Char.GetLiege.GetHerHis],Faerun/Faerun/localisation/05_oldgods_mongol_events.csv:11
[Root.GetFertilityGoddess],103,Root,GetFertilityGoddess,custom,[ROOT.Char.Custom('GetFertilityGoddess')],Faerun/Faerun/localisation/HolyFury.csv:2880
[From.Religion.GetGroupName],102,From.Religion,GetGroupName,mapped,[ck2_from.GetFaith.GetReligion.GetName],Faerun/Faerun/localisation/HolyFury.csv:8614
[Root.GetXSe],101,Root,GetXSe,custom,[ROOT.Char.Custom('GetXSe')],Faerun/Faerun/localisation/000_shou_lung.csv:56
[Root.Mother.GetFirstName],101,Root.Mother,GetFirstName,mapped,[ROOT.Char.GetMother.GetFirstName],Faerun/Faerun/localisation/05_oldgods_runestone_events.csv:14
[other_combatant.GetRootRelation],101,other_combatant,GetRootRelation,custom,[other_combatant.Custom('GetRootRelation')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:1
[tribal_festival_winner.GetFirstName],101,tribal_festival_winner,GetFirstName,named_scope,[tribal_festival_winner.GetFirstName],Faerun/Faerun/localisation/HolyFury.csv:10441
[From.GetRootRelation],100,From,GetRootRelation,custom,[ck2_from.Custom('GetRootRelation')],Faerun/Faerun/localisation/000_shou_lung.csv:1367
[From.Get_au_TitledFirstName],100,From,Get_au_TitledFirstName,custom,[ck2_from.Custom('Get_au_TitledFirstName')],Faerun/Faerun/localisation/000_soi_muslim_honorary_titles_events_changes.csv:9
[From.GetTitledFirstNameNoRegnal],100,From,GetTitledFirstNameNoRegnal,mapped,[ck2_from.GetTitledFirstName],Faerun/Faerun/localisation/000_starpact.csv:189
[GetSocietyLeaderDesc],99,,GetSocietyLeaderDesc,custom,[ROOT.Char.Custom('GetSocietyLeaderDesc')],Faerun/Faerun/localisation/000_starpact.csv:4
[other_combatant.GetDuelWeapon],99,other_combatant,GetDuelWeapon,custom,[other_combatant.Custom('GetDuelWeapon')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:5
[crusade_title.GetName],99,crusade_title,GetName,named_scope,[crusade_title.GetName],Faerun/Faerun/localisation/HolyFury.csv:8746
[This.GetBestName],98,This,GetBestName,mapped,[THIS.Char.GetTitledFirstName],Faerun/Faerun/localisation/000_shou_lung.csv:842
[FromFrom.GetHerHim],97,FromFrom,GetHerHim,mapped,[ck2_fromfrom.GetHerHim],Faerun/Faerun/localisation/000_shou_lung.csv:127
[warrior_lodge_to_join.GetName],97,warrior_lodge_to_join,GetName,named_scope,[warrior_lodge_to_join.GetName],Faerun/Faerun/localisation/15_HFP_duel_events.csv:104
[horoscope_child.GetTitledFirstName],97,horoscope_child,GetTitledFirstName,named_scope,[horoscope_child.GetTitledFirstName],Faerun/Faerun/localisation/HolyFury.csv:8244
[Root.Offmap.GetFullName],96,Root.Offmap,GetFullName,unmapped,<!CK2:Root.Offmap.GetFullName!>,Faerun/Faerun/localisation/000_shou_lung.csv:167
[Root.Capital.Capital.GetName],96,Root.Capital.Capital,GetName,mapped,[ROOT.Char.GetCapitalLocation.GetCapitalLocation.GetName],Faerun/Faerun/localisation/000_shou_lung.csv:400
[From.GetSonDaughter],96,From,GetSonDaughter,mapped,[ck2_from.Custom('DaughterSon')],Faerun/Faerun/localisation/000_starpact.csv:145
[This.Get_du_TitledFirstName],96,This,Get_du_TitledFirstName,custom,[THIS.Char.Custom('Get_du_TitledFirstName')],Faerun/Faerun/localisation/00_base_plot_events.csv:376
[Root.Get_du_HighGod],95,Root,Get_du_HighGod,custom,[ROOT.Char.Custom('Get_du_HighGod')],Faerun/Faerun/localisation/000_generalvanillaloc.csv:56
[other_combatant.GetWeaponInjuringBlow],95,other_combatant,GetWeaponInjuringBlow,custom,[other_combatant.Custom('GetWeaponInjuringBlow')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:41
[battlefield_location.GetName],95,battlefield_location,GetName,named_scope,[battlefield_location.GetName],Faerun/Faerun/localisation/15_HFP_duel_events.csv:89
[converting_king.PrimaryTitle.GetName],95,converting_king.PrimaryTitle,GetName,named_scope,[converting_king.GetPrimaryTitle.GetName],Faerun/Faerun/localisation/HolyFury.csv:306
[Root.GetCapitalHolding],93,Root,GetCapitalHolding,custom,[ROOT.Char.Custom('GetCapitalHolding')],Faerun/Faerun/localisation/000_shou_lung.csv:394
[christian.GetGroupName],93,christian,GetGroupName,named_scope,[christian.GetReligion.GetName],Faerun/Faerun/localisation/00_ui.csv:4616
[relic_hunter.GetHerHis],92,relic_hunter,GetHerHis,named_scope,[relic_hunter.GetHerHis],Faerun/Faerun/localisation/000_shou_lung.csv:1265
[converting_king.GetHerHis],92,converting_king,GetHerHis,named_scope,[converting_king.GetHerHis],Faerun/Faerun/localisation/HolyFury.csv:292
[Root.GetErEre],91,Root,GetErEre,custom,[ROOT.Char.Custom('GetErEre')],Faerun/Faerun/localisation/000_shou_lung.csv:1369
[Root.PrimaryTitle.Get_du_Realm],91,Root.PrimaryTitle,Get_du_Realm,custom,[ROOT.Char.GetPrimaryTitle.Custom('Get_du_Realm')],Faerun/Faerun/localisation/00_base_plot_events.csv:487
[GetSelectedIngredient_1],91,,GetSelectedIngredient_1,custom,[ROOT.Char.Custom('GetSelectedIngredient_1')],Faerun/Faerun/localisation/v2_70.csv:118
[FromFrom.GetIlElle],90,FromFrom,GetIlElle,custom,[ck2_fromfrom.Custom('GetIlElle')],Faerun/Faerun/localisation/000_shou_lung.csv:133
[Root.job_marshal.GetTitledFirstName],90,Root.job_marshal,GetTitledFirstName,unmapped,<!CK2:Root.job_marshal.GetTitledFirstName!>,Faerun/Faerun/localisation/000_shou_lung.csv:635
[GetHerHim],90,,GetHerHim,mapped,[ROOT.Char.GetHerHim],Faerun/Faerun/localisation/00_death_text.csv:7
[From.GetBoyGirl],90,From,GetBoyGirl,unmapped,<!CK2:From.GetBoyGirl!>,Faerun/Faerun/localisation/HolyFury.csv:1870
[Root.GetMOCode],90,Root,GetMOCode,custom,[ROOT.Char.Custom('GetMOCode')],Faerun/Faerun/localisation/MonksAndMystics.csv:1106
[FromFrom.Get_E],89,FromFrom,Get_E,custom,[ck2_fromfrom.Custom('Get_E')],Faerun/Faerun/localisation/000_starpact.csv:192
[ThirdPartyTitle.GetFullName],89,ThirdPartyTitle,GetFullName,named_scope,[ThirdPartyTitle.GetName],Faerun/Faerun/localisation/00_ui.csv:2187
[From.Get_le_TitledFirstNameJ],88,From,Get_le_TitledFirstNameJ,custom,[ck2_from.Custom('Get_le_TitledFirstNameJ')],Faerun/Faerun/localisation/00_casus_belli.csv:249
[plot_target.GetTitledFirstName],88,plot_target,GetTitledFirstName,named_scope,[plot_target.GetTitledFirstName],Faerun/Faerun/localisation/HolyFury.csv:12272
[buddhist.GetName],87,buddhist,GetName,named_scope,[buddhist.GetName],Faerun/Faerun/localisation/HolyFury.csv:4528
[saint_person.Get_E],87,saint_person,Get_E,custom,[saint_person.Custom('Get_E')],Faerun/Faerun/localisation/HolyFury.csv:5481
[great_tribal_festival_host.Capital.GetName],87,great_tribal_festival_host.Capital,GetName,named_scope,[great_tribal_festival_host.GetCapitalLocation.GetName],Faerun/Faerun/localisation/HolyFury.csv:10210
[Root.job_spymaster.GetTitledFirstName],86,Root.job_spymaster,GetTitledFirstName,unmapped,<!CK2:Root.job_spymaster.GetTitledFirstName!>,Faerun/Faerun/localisation/000_generalvanillaloc.csv:305
[From.GetXSe],86,From,GetXSe,custom,[ck2_from.Custom('GetXSe')],Faerun/Faerun/localisation/00_succession_voting.csv:14
[Root.Society.GetCurrency],85,Root.Society,GetCurrency,unmapped,<!CK2:Root.Society.GetCurrency!>,Faerun/Faerun/localisation/HolyFury.csv:8574
[From.PlotTarget.GetTitledFirstName],84,From.PlotTarget,GetTitledFirstName,unmapped,<!CK2:From.PlotTarget.GetTitledFirstName!>,Faerun/Faerun/localisation/00_base_plot_events.csv:32
[Root.GetTreasurerName],83,Root,GetTreasurerName,custom_unverified,[ROOT.Char.Custom('GetTreasurerName')],Faerun/Faerun/localisation/00_ui.csv:5192
[physician_target.GetFirstName],83,physician_target,GetFirstName,named_scope,[physician_target.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:2967
[Actor.GetTitledFirstName],82,Actor,GetTitledFirstName,named_scope,[Actor.GetTitledFirstName],Faerun/Faerun/localisation/000_shou_lung.csv:42
[From.GetPossPronoun],82,From,GetPossPronoun,mapped,[ck2_from.GetHerHis],Faerun/Faerun/localisation/000_shou_lung.csv:1055
[From.GetMasterMistressCap],82,From,GetMasterMistressCap,custom,[ck2_from.Custom('GetMasterMistressCap')],Faerun/Faerun/localisation/000_shou_lung.csv:1675
[From.Religion.GetHighGodName],82,From.Religion,GetHighGodName,mapped,[ck2_from.GetFaith.HighGodName],Faerun/Faerun/localisation/HolyFury.csv:2982
[sway_target.GetTitledFirstName],82,sway_target,GetTitledFirstName,named_scope,[sway_target.GetTitledFirstName],Faerun/Faerun/localisation/HolyFury.csv:3146
[infiltration_target.GetFirstName],82,infiltration_target,GetFirstName,named_scope,[infiltration_target.GetFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:3237
[Root.job_treasurer.GetTitledFirstName],82,Root.job_treasurer,GetTitledFirstName,unmapped,<!CK2:Root.job_treasurer.GetTitledFirstName!>,Faerun/Faerun/localisation/ReapersDue.csv:1875
[Root.GetSpymasterName],81,Root,GetSpymasterName,custom_unverified,[ROOT.Char.Custom('GetSpymasterName')],Faerun/Faerun/localisation/000_generalvanillaloc.csv:305
[Root.Liege.GetTitledName],81,Root.Liege,GetTitledName,mapped,[ROOT.Char.GetLiege.GetTitledFirstName],Faerun/Faerun/localisation/000_shou_lung.csv:486
[other_combatant.GetIlElle],81,other_combatant,GetIlElle,custom,[other_combatant.Custom('GetIlElle')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:7
[pilgrimage_destination.GetName],81,pilgrimage_destination,GetName,named_scope,[pilgrimage_destination.GetName],Faerun/Faerun/localisation/HolyFury.csv:5623
[From.Offmap.Ruler.GetTitle],80,From.Offmap.Ruler,GetTitle,unmapped,<!CK2:From.Offmap.Ruler.GetTitle!>,Faerun/Faerun/localisation/000_shou_lung.csv:143
[From.GetObjectPronoun],80,From,GetObjectPronoun,mapped,[ck2_from.GetHerHim],Faerun/Faerun/localisation/000_shou_lung.csv:1011
[From.GetFullName],80,From,GetFullName,mapped,[ck2_from.GetName],Faerun/Faerun/localisation/000_shou_lung.csv:1309
[Root.GetPatronHighGodName],80,Root,GetPatronHighGodName,custom,[ROOT.Char.Custom('GetPatronHighGodName')],Faerun/Faerun/localisation/000_soi_muslim_honorary_titles_events_changes.csv:20
[corrupt_priest_target.GetSheHe],80,corrupt_priest_target,GetSheHe,named_scope,[corrupt_priest_target.GetSheHe],Faerun/Faerun/localisation/13_mnm_devil_worshipers_events.csv:52
[Root.Get_du_Society],80,Root,Get_du_Society,custom,[ROOT.Char.Custom('Get_du_Society')],Faerun/Faerun/localisation/13_mnm_devil_worshipers_events.csv:123
[Root.GetHaruspexName],80,Root,GetHaruspexName,custom,[ROOT.Char.Custom('GetHaruspexName')],Faerun/Faerun/localisation/HolyFury.csv:6216
[Root.GetNoneE],79,Root,GetNoneE,language_helper,<!CK2:Root.GetNoneE!>,Faerun/Faerun/localisation/000_shou_lung.csv:46
[From.Culture.GetName],79,From.Culture,GetName,mapped,[ck2_from.GetCulture.GetName],Faerun/Faerun/localisation/000_shou_lung.csv:1722
[Root.job_spiritual.GetTitledFirstName],79,Root.job_spiritual,GetTitledFirstName,unmapped,<!CK2:Root.job_spiritual.GetTitledFirstName!>,Faerun/Faerun/localisation/HolyFury.csv:4533
[GetFromRootCompliment],78,,GetFromRootCompliment,custom_unverified,[ROOT.Char.Custom('GetFromRootCompliment')],Faerun/Faerun/localisation/HolyFury.csv:13756
[Root.PlotTarget.GetTitledFirstName],77,Root.PlotTarget,GetTitledFirstName,unmapped,<!CK2:Root.PlotTarget.GetTitledFirstName!>,Faerun/Faerun/localisation/00_base_plot_events.csv:32
[Root.job_chancellor.GetTitledFirstName],77,Root.job_chancellor,GetTitledFirstName,unmapped,<!CK2:Root.job_chancellor.GetTitledFirstName!>,Faerun/Faerun/localisation/MonksAndMystics.csv:2831
[Root.GetIlElle],76,Root,GetIlElle,custom,[ROOT.Char.Custom('GetIlElle')],Faerun/Faerun/localisation/000_shou_lung.csv:259
[Root.GetPlot],76,Root,GetPlot,unmapped,<!CK2:Root.GetPlot!>,Faerun/Faerun/localisation/00_base_plot_events.csv:4
[From.GetSubjectPronoun],75,From,GetSubjectPronoun,mapped,[ck2_from.GetSheHe],Faerun/Faerun/localisation/000_shou_lung.csv:1057
[This.Get_au_TitledFirstName],75,This,Get_au_TitledFirstName,custom,[THIS.Char.Custom('Get_au_TitledFirstName')],Faerun/Faerun/localisation/000_soi_muslim_honorary_titles_events_changes.csv:42
[current_location.GetName],75,current_location,GetName,named_scope,[current_location.GetName],Faerun/Faerun/localisation/HolyFury.csv:8861
[Root.GetFatherMother],74,Root,GetFatherMother,mapped,[ROOT.Char.Custom('MotherFather')],Faerun/Faerun/localisation/00_ui.csv:2655
[From.GetErEre],73,From,GetErEre,custom,[ck2_from.Custom('GetErEre')],Faerun/Faerun/localisation/000_shou_lung.csv:49
[Root.GetLordSpiritualName],73,Root,GetLordSpiritualName,custom_unverified,[ROOT.Char.Custom('GetLordSpiritualName')],Faerun/Faerun/localisation/00_base_married_life_events.csv:49
[other_combatant.GetFirstName],73,other_combatant,GetFirstName,named_scope,[other_combatant.GetFirstName],Faerun/Faerun/localisation/15_HFP_duel_events.csv:63
[This.Founder.GetFirstNameWithNick],73,This.Founder,GetFirstNameWithNick,unmapped,<!CK2:This.Founder.GetFirstNameWithNick!>,Faerun/Faerun/localisation/HolyFury.csv:8433
[From.GetSubjectPronounCap],72,From,GetSubjectPronounCap,mapped,[ck2_from.GetSheHe|U],Faerun/Faerun/localisation/000_starpact.csv:189
[Root.GetReligiousPerson],72,Root,GetReligiousPerson,custom,[ROOT.Char.Custom('GetReligiousPerson')],Faerun/Faerun/localisation/MonksAndMystics.csv:1106
[From.Offmap.Ruler.GetLongshou_lungEmperorName],71,From.Offmap.Ruler,GetLongshou_lungEmperorName,unmapped,<!CK2:From.Offmap.Ruler.GetLongshou_lungEmperorName!>,Faerun/Faerun/localisation/000_shou_lung.csv:150
[dead_warrior.GetFirstName],70,dead_warrior,GetFirstName,named_scope,[dead_warrior.GetFirstName],Faerun/Faerun/localisation/HolyFury.csv:13796
[target_name.GetFirstName],69,target_name,GetFirstName,named_scope,[target_name.GetFirstName],Faerun/Faerun/localisation/0000_titles_special.csv:144
[saint_person.GetTitledName],69,saint_person,GetTitledName,named_scope,[saint_person.GetTitledFirstName],Faerun/Faerun/localisation/HolyFury.csv:5496
[pilgrimage_destination.province_saint.GetFirstNameWithNick],69,pilgrimage_destination.province_saint,GetFirstNameWithNick,unmapped,<!CK2:pilgrimage_destination.province_saint.GetFirstNameWithNick!>,Faerun/Faerun/localisation/HolyFury.csv:5623
[From.Getderdie],68,From,Getderdie,custom,[ck2_from.Custom('Getderdie')],Faerun/Faerun/localisation/000_shou_lung.csv:257
[pregnancy_mother_physician_per.GetTitledFirstName],68,pregnancy_mother_physician_per,GetTitledFirstName,named_scope,[pregnancy_mother_physician_per.GetTitledFirstName],Faerun/Faerun/localisation/HolyFury.csv:1605
[pregnancy_spouse_physician_per.GetTitledFirstName],68,pregnancy_spouse_physician_per,GetTitledFirstName,named_scope,[pregnancy_spouse_physician_per.GetTitledFirstName],Faerun/Faerun/localisation/HolyFury.csv:1606
[pregnancy_regent_physician_per.GetTitledFirstName],68,pregnancy_regent_physician_per,GetTitledFirstName,named_scope,[pregnancy_regent_physician_per.GetTitledFirstName],Faerun/Faerun/localisation/HolyFury.csv:1607
[saint_person.Religion.GetName],68,saint_person.Religion,GetName,named_scope,[saint_person.GetFaith.GetName],Faerun/Faerun/localisation/HolyFury.csv:5500
[my_shieldmaiden.GetFirstName],68,my_shieldmaiden,GetFirstName,named_scope,[my_shieldmaiden.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:2148
[This.GetSheHe],67,This,GetSheHe,mapped,[THIS.Char.GetSheHe],Faerun/Faerun/localisation/000_shou_lung.csv:451
[From.Get_only_le_Title],67,From,Get_only_le_Title,custom,[ck2_from.Custom('Get_only_le_Title')],Faerun/Faerun/localisation/000_starpact.csv:189
[From.Get_du_TitledFirstNameJ],67,From,Get_du_TitledFirstNameJ,custom,[ck2_from.Custom('Get_du_TitledFirstNameJ')],Faerun/Faerun/localisation/00_tooltips.csv:107
[From.GetSisterBrother],67,From,GetSisterBrother,custom,[ck2_from.Custom('GetSisterBrother')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:174
[GBC_new_friend.GetFirstName],67,GBC_new_friend,GetFirstName,named_scope,[GBC_new_friend.GetFirstName],Faerun/Faerun/localisation/ReapersDue.csv:2071
[recruited_physician_target.GetFirstName],66,recruited_physician_target,GetFirstName,named_scope,[recruited_physician_target.GetFirstName],Faerun/Faerun/localisation/000_generalvanillaloc.csv:172
[target_title.GetHolding],66,target_title,GetHolding,custom,[target_title.Custom('GetHolding')],Faerun/Faerun/localisation/MonksAndMystics.csv:2602
[Religion.GetHighGodName],65,Religion,GetHighGodName,mapped,[Religion.GetFaith.HighGodName],Faerun/Faerun/localisation/00_death_text.csv:21
[ActorExtra.GetBestName],65,ActorExtra,GetBestName,named_scope,[ActorExtra.GetTitledFirstName],Faerun/Faerun/localisation/00_ui.csv:35
[RecipientExtra.GetBestName],65,RecipientExtra,GetBestName,named_scope,[RecipientExtra.GetTitledFirstName],Faerun/Faerun/localisation/00_ui.csv:4466
[FromFrom.GetTitle],64,FromFrom,GetTitle,mapped,[ck2_fromfrom.GetTitleAsName],Faerun/Faerun/localisation/000_shou_lung.csv:643
[FromFrom.Get_du_TitledFirstName],64,FromFrom,Get_du_TitledFirstName,custom,[ck2_fromfrom.Custom('Get_du_TitledFirstName')],Faerun/Faerun/localisation/000_soi_muslim_honorary_titles_events_changes.csv:21
[Root.Get_Le_TitledFirstNameJ],64,Root,Get_Le_TitledFirstNameJ,custom,[ROOT.Char.Custom('Get_Le_TitledFirstNameJ')],Faerun/Faerun/localisation/000_starpact.csv:97
[From.PlotTarget.GetTitledName],64,From.PlotTarget,GetTitledName,unmapped,<!CK2:From.PlotTarget.GetTitledName!>,Faerun/Faerun/localisation/00_base_plot_events.csv:133
[From.Get_Le_TitledFirstNameJ],64,From,Get_Le_TitledFirstNameJ,custom,[ck2_from.Custom('Get_Le_TitledFirstNameJ')],Faerun/Faerun/localisation/00_casus_belli.csv:253
[hindu.GetName],64,hindu,GetName,named_scope,[hindu.GetName],Faerun/Faerun/localisation/HolyFury.csv:4526
[scoped_pirate_mercenary.GetFirstName],64,scoped_pirate_mercenary,GetFirstName,named_scope,[scoped_pirate_mercenary.GetFirstName],Faerun/Faerun/localisation/HolyFury.csv:9618
[horoscope_maker.GetFatherMother],64,horoscope_maker,GetFatherMother,named_scope,[horoscope_maker.Custom('MotherFather')],Faerun/Faerun/localisation/MonksAndMystics.csv:3470
[stargazing_guest.GetTitledFirstName],64,stargazing_guest,GetTitledFirstName,named_scope,[stargazing_guest.GetTitledFirstName],Faerun/Faerun/localisation/MonksAndMystics.csv:4191
[jewish.GetName],63,jewish,GetName,named_scope,[jewish.GetName],Faerun/Faerun/localisation/00_ui.csv:5639
[GetDuelWeapon],63,,GetDuelWeapon,custom,[ROOT.Char.Custom('GetDuelWeapon')],Faerun/Faerun/localisation/15_HFP_duel_events.csv:12
[Root.GetMOSaint],63,Root,GetMOSaint,custom,[ROOT.Char.Custom('GetMOSaint')],Faerun/Faerun/localisation/MonksAndMystics.csv:1106
[adventurous_spirit.GetTitledFirstName],62,adventurous_spirit,GetTitledFirstName,named_scope,[adventurous_spirit.GetTitledFirstName],Faerun/Faerun/localisation/000_shou_lung.csv:385
[Root.GetMyLordSpiritualName],62,Root,GetMyLordSpiritualName,custom_unverified,[ROOT.Char.Custom('GetMyLordSpiritualName')],Faerun/Faerun/localisation/000_shou_lung.csv:2227
[Religion.GetName],62,Religion,GetName,mapped,[Religion.GetName],Faerun/Faerun/localisation/00_death_text.csv:22
[target_province.GetName],62,target_province,GetName,named_scope,[target_province.GetName],Faerun/Faerun/localisation/13_mnm_devil_worshipers_events.csv:114
[shou_lung.GetName],61,shou_lung,GetName,named_scope,[shou_lung.GetName],Faerun/Faerun/localisation/000_shou_lung.csv:35
[shou_lung.Ruler.GetLongshou_lungEmperorName],61,shou_lung.Ruler,GetLongshou_lungEmperorName,unmapped,<!CK2:shou_lung.Ruler.GetLongshou_lungEmperorName!>,Faerun/Faerun/localisation/000_shou_lung.csv:1345
[Actor.GetDynName],61,Actor,GetDynName,named_scope,[Actor.GetHouse.GetBaseName],Faerun/Faerun/localisation/00_ui.csv:1515
